 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Januar 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Oxygen in  H- C- O

 Ion = Oxygen [8] , Mass = 15.995 amu

 Target Density =  1.3000E+00 g/cm3 = 1.0561E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -5.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
 250.00 MeV   2.015E+00  9.694E-04  557.72 um    22.53 um     3.70 um  
 275.00 MeV   1.866E+00  8.896E-04  656.90 um    26.56 um     4.30 um  
 300.00 MeV   1.739E+00  8.225E-04  763.66 um    30.58 um     4.94 um  
 325.00 MeV   1.628E+00  7.651E-04  877.95 um    34.61 um     5.63 um  
 350.00 MeV   1.531E+00  7.156E-04  999.74 um    38.69 um     6.36 um  
 375.00 MeV   1.445E+00  6.723E-04    1.13 mm    42.82 um     7.13 um  
 400.00 MeV   1.368E+00  6.342E-04    1.27 mm    47.02 um     7.95 um  
 450.00 MeV   1.234E+00  5.700E-04    1.56 mm    63.03 um     9.71 um  
 500.00 MeV   1.125E+00  5.181E-04    1.89 mm    78.20 um    11.64 um  
 550.00 MeV   1.041E+00  4.751E-04    2.24 mm    93.03 um    13.75 um  
 600.00 MeV   9.704E-01  4.390E-04    2.63 mm   107.70 um    16.01 um  
 650.00 MeV   9.096E-01  4.082E-04    3.04 mm   122.35 um    18.42 um  
 700.00 MeV   8.568E-01  3.816E-04    3.47 mm   137.08 um    20.98 um  
 800.00 MeV   7.696E-01  3.379E-04    4.42 mm   191.88 um    26.54 um  
 900.00 MeV   7.005E-01  3.035E-04    5.47 mm   242.63 um    32.65 um  
   1.00 GeV   6.444E-01  2.757E-04    6.61 mm   291.90 um    39.30 um  
   1.10 GeV   5.979E-01  2.527E-04    7.85 mm   340.70 um    46.47 um  
   1.20 GeV   5.586E-01  2.334E-04    9.18 mm   389.47 um    54.12 um  
   1.30 GeV   5.251E-01  2.169E-04   10.60 mm   438.46 um    62.26 um  
   1.40 GeV   4.960E-01  2.027E-04   12.11 mm   487.79 um    70.86 um  
   1.50 GeV   4.707E-01  1.903E-04   13.70 mm   537.51 um    79.90 um  
   1.60 GeV   4.483E-01  1.794E-04   15.38 mm   587.66 um    89.38 um  
   1.70 GeV   4.284E-01  1.697E-04   17.13 mm   638.23 um    99.27 um  
   1.80 GeV   4.107E-01  1.610E-04   18.96 mm   689.23 um   109.56 um  
   2.00 GeV   3.802E-01  1.462E-04   22.86 mm   882.87 um   131.32 um  
   2.25 GeV   3.494E-01  1.312E-04   28.13 mm     1.16 mm   160.58 um  
   2.50 GeV   3.245E-01  1.191E-04   33.84 mm     1.41 mm   191.95 um  
   2.75 GeV   3.040E-01  1.091E-04   39.97 mm     1.66 mm   225.30 um  
   3.00 GeV   2.868E-01  1.007E-04   46.48 mm     1.90 mm   260.46 um  
   3.25 GeV   2.722E-01  9.355E-05   53.36 mm     2.13 mm   297.32 um  
   3.50 GeV   2.596E-01  8.737E-05   60.60 mm     2.37 mm   335.75 um  
   3.75 GeV   2.486E-01  8.199E-05   68.17 mm     2.60 mm   375.63 um  
   4.00 GeV   2.390E-01  7.725E-05   76.06 mm     2.83 mm   416.88 um  
