 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Januar 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Carbon in  H- C- O

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  1.3000E+00 g/cm3 = 1.0561E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -5.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
49.9999 eV    4.533E-02  4.222E-01       9 A         6 A         4 A   
54.9999 eV    4.754E-02  4.391E-01      10 A         6 A         4 A   
59.9999 eV    4.965E-02  4.548E-01      10 A         6 A         4 A   
64.9999 eV    5.168E-02  4.696E-01      10 A         7 A         5 A   
69.9999 eV    5.363E-02  4.834E-01      11 A         7 A         5 A   
79.9999 eV    5.733E-02  5.088E-01      12 A         7 A         5 A   
89.9999 eV    6.081E-02  5.317E-01      13 A         8 A         5 A   
99.9999 eV    6.410E-02  5.525E-01      13 A         8 A         6 A   
    110 eV    6.723E-02  5.716E-01      14 A         8 A         6 A   
    120 eV    7.022E-02  5.891E-01      15 A         9 A         6 A   
    130 eV    7.309E-02  6.054E-01      15 A         9 A         7 A   
139.999 eV    7.584E-02  6.206E-01      16 A         9 A         7 A   
149.999 eV    7.851E-02  6.348E-01      17 A        10 A         7 A   
159.999 eV    8.108E-02  6.481E-01      18 A        10 A         7 A   
169.999 eV    8.358E-02  6.606E-01      18 A        11 A         8 A   
179.999 eV    8.600E-02  6.724E-01      19 A        11 A         8 A   
199.999 eV    9.065E-02  6.942E-01      20 A        11 A         8 A   
224.999 eV    9.615E-02  7.185E-01      22 A        12 A         9 A   
249.999 eV    1.014E-01  7.401E-01      23 A        13 A         9 A   
274.999 eV    1.063E-01  7.595E-01      25 A        14 A        10 A   
299.999 eV    1.110E-01  7.771E-01      26 A        14 A        10 A   
324.999 eV    1.156E-01  7.930E-01      27 A        15 A        11 A   
349.999 eV    1.199E-01  8.076E-01      29 A        16 A        11 A   
374.999 eV    1.241E-01  8.210E-01      30 A        16 A        12 A   
399.999 eV    1.282E-01  8.334E-01      31 A        17 A        12 A   
449.999 eV    1.360E-01  8.555E-01      34 A        18 A        13 A   
499.999 eV    1.433E-01  8.746E-01      37 A        19 A        14 A   
549.999 eV    1.503E-01  8.913E-01      39 A        20 A        15 A   
599.999 eV    1.570E-01  9.060E-01      42 A        21 A        16 A   
649.999 eV    1.634E-01  9.190E-01      44 A        22 A        17 A   
699.999 eV    1.696E-01  9.306E-01      46 A        24 A        17 A   
799.999 eV    1.813E-01  9.503E-01      51 A        26 A        19 A   
899.999 eV    1.923E-01  9.663E-01      56 A        28 A        20 A   
999.999 eV    2.027E-01  9.792E-01      60 A        30 A        22 A   
   1.10 keV   2.126E-01  9.899E-01      65 A        31 A        23 A   
   1.20 keV   2.221E-01  9.987E-01      69 A        33 A        24 A   
   1.30 keV   2.311E-01  1.006E+00      74 A        35 A        26 A   
   1.40 keV   2.398E-01  1.012E+00      78 A        37 A        27 A   
   1.50 keV   2.483E-01  1.016E+00      82 A        39 A        28 A   
   1.60 keV   2.564E-01  1.020E+00      87 A        41 A        30 A   
   1.70 keV   2.643E-01  1.023E+00      91 A        42 A        31 A   
   1.80 keV   2.720E-01  1.026E+00      95 A        44 A        32 A   
   2.00 keV   2.867E-01  1.029E+00     104 A        47 A        35 A   
   2.25 keV   3.041E-01  1.030E+00     115 A        52 A        38 A   
   2.50 keV   3.205E-01  1.029E+00     125 A        56 A        41 A   
   2.75 keV   3.362E-01  1.026E+00     136 A        60 A        44 A   
   3.00 keV   3.511E-01  1.022E+00     146 A        64 A        46 A   
   3.25 keV   3.654E-01  1.018E+00     157 A        68 A        49 A   
   3.50 keV   3.792E-01  1.012E+00     167 A        72 A        52 A   
   3.75 keV   3.925E-01  1.006E+00     178 A        75 A        55 A   
   4.00 keV   4.054E-01  1.000E+00     188 A        79 A        57 A   
   4.50 keV   4.300E-01  9.866E-01     209 A        87 A        63 A   
   5.00 keV   4.533E-01  9.726E-01     230 A        94 A        68 A   
   5.50 keV   4.754E-01  9.583E-01     251 A       101 A        73 A   
   6.00 keV   4.965E-01  9.439E-01     272 A       108 A        78 A   
   6.50 keV   5.168E-01  9.296E-01     293 A       115 A        83 A   
   7.00 keV   5.363E-01  9.155E-01     314 A       122 A        88 A   
   8.00 keV   5.734E-01  8.882E-01     356 A       135 A        98 A   
   9.00 keV   6.081E-01  8.622E-01     399 A       148 A       108 A   
  10.00 keV   6.410E-01  8.376E-01     441 A       161 A       118 A   
  11.00 keV   6.723E-01  8.144E-01     484 A       173 A       127 A   
  12.00 keV   7.022E-01  7.925E-01     526 A       185 A       137 A   
  13.00 keV   7.309E-01  7.719E-01     569 A       196 A       146 A   
  14.00 keV   7.585E-01  7.524E-01     611 A       208 A       155 A   
  15.00 keV   7.851E-01  7.341E-01     654 A       219 A       164 A   
  16.00 keV   8.109E-01  7.167E-01     696 A       229 A       173 A   
  17.00 keV   8.358E-01  7.002E-01     738 A       240 A       182 A   
  18.00 keV   8.601E-01  6.847E-01     781 A       250 A       191 A   
  20.00 keV   9.066E-01  6.558E-01     865 A       270 A       209 A   
  22.50 keV   9.616E-01  6.235E-01     970 A       293 A       230 A   
  25.00 keV   1.012E+00  5.948E-01    1075 A       315 A       250 A   
  27.50 keV   1.057E+00  5.690E-01    1178 A       336 A       271 A   
  30.00 keV   1.098E+00  5.457E-01    1281 A       356 A       290 A   
  32.50 keV   1.136E+00  5.245E-01    1384 A       376 A       309 A   
  35.00 keV   1.172E+00  5.053E-01    1486 A       394 A       328 A   
  37.50 keV   1.207E+00  4.876E-01    1588 A       412 A       346 A   
  40.00 keV   1.239E+00  4.713E-01    1689 A       429 A       364 A   
  45.00 keV   1.299E+00  4.422E-01    1889 A       461 A       398 A   
  50.00 keV   1.355E+00  4.171E-01    2087 A       492 A       431 A   
  55.00 keV   1.407E+00  3.951E-01    2283 A       520 A       462 A   
  60.00 keV   1.456E+00  3.756E-01    2477 A       546 A       493 A   
  65.00 keV   1.502E+00  3.583E-01    2669 A       571 A       522 A   
  70.00 keV   1.546E+00  3.427E-01    2858 A       595 A       550 A   
  80.00 keV   1.628E+00  3.157E-01    3231 A       639 A       604 A   
  90.00 keV   1.705E+00  2.933E-01    3595 A       680 A       654 A   
 100.00 keV   1.777E+00  2.742E-01    3952 A       716 A       700 A   
 110.00 keV   1.844E+00  2.577E-01    4301 A       750 A       745 A   
 120.00 keV   1.908E+00  2.434E-01    4644 A       780 A       786 A   
 130.00 keV   1.969E+00  2.307E-01    4979 A       809 A       826 A   
 140.00 keV   2.027E+00  2.195E-01    5309 A       836 A       863 A   
 150.00 keV   2.082E+00  2.095E-01    5633 A       860 A       899 A   
 160.00 keV   2.136E+00  2.004E-01    5951 A       884 A       933 A   
 170.00 keV   2.189E+00  1.922E-01    6264 A       906 A       965 A   
 180.00 keV   2.240E+00  1.847E-01    6572 A       926 A       997 A   
 200.00 keV   2.341E+00  1.715E-01    7173 A       966 A      1055 A   
 225.00 keV   2.463E+00  1.578E-01    7897 A      1010 A      1122 A   
 250.00 keV   2.583E+00  1.463E-01    8595 A      1049 A      1182 A   
 275.00 keV   2.701E+00  1.365E-01    9267 A      1084 A      1238 A   
 300.00 keV   2.817E+00  1.281E-01    9915 A      1115 A      1289 A   
 325.00 keV   2.930E+00  1.207E-01    1.05 um     1143 A      1336 A   
 350.00 keV   3.040E+00  1.143E-01    1.11 um     1169 A      1379 A   
 375.00 keV   3.148E+00  1.085E-01    1.17 um     1192 A      1420 A   
 400.00 keV   3.253E+00  1.034E-01    1.23 um     1213 A      1457 A   
 450.00 keV   3.456E+00  9.459E-02    1.34 um     1255 A      1526 A   
 500.00 keV   3.650E+00  8.729E-02    1.44 um     1291 A      1587 A   
 550.00 keV   3.835E+00  8.114E-02    1.54 um     1323 A      1641 A   
 600.00 keV   4.013E+00  7.587E-02    1.64 um     1351 A      1690 A   
 650.00 keV   4.184E+00  7.130E-02    1.73 um     1375 A      1734 A   
 700.00 keV   4.348E+00  6.729E-02    1.82 um     1397 A      1774 A   
 800.00 keV   4.660E+00  6.060E-02    1.98 um     1445 A      1846 A   
 900.00 keV   4.952E+00  5.522E-02    2.14 um     1485 A      1907 A   
   1.00 MeV   5.225E+00  5.078E-02    2.29 um     1519 A      1961 A   
   1.10 MeV   5.480E+00  4.706E-02    2.43 um     1549 A      2008 A   
   1.20 MeV   5.719E+00  4.388E-02    2.57 um     1576 A      2051 A   
   1.30 MeV   5.943E+00  4.114E-02    2.70 um     1600 A      2089 A   
   1.40 MeV   6.152E+00  3.875E-02    2.82 um     1621 A      2124 A   
   1.50 MeV   6.346E+00  3.664E-02    2.94 um     1640 A      2156 A   
   1.60 MeV   6.527E+00  3.477E-02    3.06 um     1658 A      2185 A   
   1.70 MeV   6.694E+00  3.309E-02    3.18 um     1675 A      2213 A   
   1.80 MeV   6.848E+00  3.158E-02    3.29 um     1691 A      2238 A   
   2.00 MeV   7.122E+00  2.896E-02    3.51 um     1733 A      2285 A   
   2.25 MeV   7.403E+00  2.628E-02    3.77 um     1787 A      2336 A   
   2.50 MeV   7.628E+00  2.409E-02    4.03 um     1836 A      2382 A   
   2.75 MeV   7.805E+00  2.226E-02    4.27 um     1881 A      2423 A   
   3.00 MeV   7.942E+00  2.070E-02    4.52 um     1923 A      2461 A   
   3.25 MeV   8.048E+00  1.936E-02    4.76 um     1962 A      2496 A   
   3.50 MeV   8.127E+00  1.820E-02    4.99 um     1999 A      2528 A   
   3.75 MeV   8.185E+00  1.717E-02    5.23 um     2035 A      2559 A   
   4.00 MeV   8.226E+00  1.626E-02    5.46 um     2069 A      2589 A   
   4.50 MeV   8.267E+00  1.473E-02    5.93 um     2185 A      2644 A   
   5.00 MeV   8.266E+00  1.347E-02    6.39 um     2294 A      2695 A   
   5.50 MeV   8.234E+00  1.242E-02    6.86 um     2398 A      2743 A   
   6.00 MeV   8.180E+00  1.154E-02    7.32 um     2498 A      2790 A   
   6.50 MeV   8.108E+00  1.078E-02    7.79 um     2595 A      2834 A   
   7.00 MeV   8.022E+00  1.012E-02    8.27 um     2691 A      2878 A   
   8.00 MeV   7.823E+00  9.022E-03    9.24 um     3037 A      2962 A   
   9.00 MeV   7.602E+00  8.154E-03   10.24 um     3364 A      3044 A   
  10.00 MeV   7.374E+00  7.447E-03   11.26 um     3678 A      3126 A   
  11.00 MeV   7.147E+00  6.858E-03   12.32 um     3985 A      3207 A   
  12.00 MeV   6.925E+00  6.361E-03   13.41 um     4288 A      3289 A   
  13.00 MeV   6.711E+00  5.935E-03   14.54 um     4588 A      3372 A   
  14.00 MeV   6.506E+00  5.565E-03   15.70 um     4888 A      3457 A   
  15.00 MeV   6.311E+00  5.241E-03   16.90 um     5187 A      3543 A   
  16.00 MeV   6.126E+00  4.955E-03   18.14 um     5487 A      3632 A   
  17.00 MeV   5.951E+00  4.700E-03   19.41 um     5788 A      3722 A   
  18.00 MeV   5.784E+00  4.471E-03   20.72 um     6091 A      3815 A   
  20.00 MeV   5.477E+00  4.078E-03   23.45 um     7238 A      4008 A   
  22.50 MeV   5.135E+00  3.678E-03   27.08 um     8898 A      4264 A   
  25.00 MeV   4.869E+00  3.354E-03   30.92 um     1.05 um     4536 A   
  27.50 MeV   4.651E+00  3.084E-03   34.96 um     1.19 um     4823 A   
  30.00 MeV   4.415E+00  2.857E-03   39.20 um     1.34 um     5125 A   
  32.50 MeV   4.196E+00  2.662E-03   43.67 um     1.48 um     5444 A   
  35.00 MeV   4.001E+00  2.494E-03   48.36 um     1.63 um     5780 A   
  37.50 MeV   3.824E+00  2.346E-03   53.27 um     1.77 um     6133 A   
  40.00 MeV   3.664E+00  2.216E-03   58.41 um     1.92 um     6503 A   
  45.00 MeV   3.383E+00  1.996E-03   69.33 um     2.47 um     7292 A   
  50.00 MeV   3.146E+00  1.818E-03   81.12 um     2.99 um     8147 A   
  55.00 MeV   2.942E+00  1.671E-03   93.76 um     3.49 um     9066 A   
  60.00 MeV   2.764E+00  1.546E-03  107.24 um     3.98 um     1.00 um  
  65.00 MeV   2.608E+00  1.440E-03  121.56 um     4.47 um     1.11 um  
  70.00 MeV   2.469E+00  1.348E-03  136.71 um     4.97 um     1.22 um  
  80.00 MeV   2.233E+00  1.196E-03  169.47 um     6.80 um     1.46 um  
  90.00 MeV   2.039E+00  1.077E-03  205.53 um     8.52 um     1.72 um  
 100.00 MeV   1.876E+00  9.798E-04  244.85 um    10.19 um     2.00 um  
 110.00 MeV   1.738E+00  8.995E-04  287.44 um    11.85 um     2.31 um  
 120.00 MeV   1.619E+00  8.319E-04  333.28 um    13.52 um     2.64 um  
 130.00 MeV   1.516E+00  7.742E-04  382.37 um    15.22 um     2.99 um  
 140.00 MeV   1.425E+00  7.243E-04  434.71 um    16.94 um     3.37 um  
 150.00 MeV   1.344E+00  6.807E-04  490.28 um    18.69 um     3.76 um  
 160.00 MeV   1.272E+00  6.422E-04  549.09 um    20.48 um     4.18 um  
 170.00 MeV   1.208E+00  6.081E-04  611.12 um    22.30 um     4.62 um  
 180.00 MeV   1.150E+00  5.775E-04  676.36 um    24.16 um     5.08 um  
 200.00 MeV   1.050E+00  5.251E-04  816.32 um    31.28 um     6.08 um  
 225.00 MeV   9.488E-01  4.721E-04    1.01 mm    41.55 um     7.44 um  
 250.00 MeV   8.669E-01  4.292E-04    1.22 mm    51.30 um     8.94 um  
 275.00 MeV   7.999E-01  3.937E-04    1.45 mm    60.88 um    10.57 um  
 300.00 MeV   7.445E-01  3.638E-04    1.70 mm    70.42 um    12.33 um  
 325.00 MeV   6.983E-01  3.383E-04    1.97 mm    79.96 um    14.20 um  
 350.00 MeV   6.595E-01  3.163E-04    2.25 mm    89.52 um    16.20 um  
 375.00 MeV   6.244E-01  2.971E-04    2.55 mm    99.13 um    18.30 um  
 400.00 MeV   5.923E-01  2.802E-04    2.87 mm   108.84 um    20.51 um  
 450.00 MeV   5.379E-01  2.517E-04    3.55 mm   145.57 um    25.26 um  
 500.00 MeV   4.937E-01  2.287E-04    4.29 mm   180.01 um    30.44 um  
 550.00 MeV   4.570E-01  2.096E-04    5.10 mm   213.56 um    36.04 um  
 600.00 MeV   4.260E-01  1.936E-04    5.98 mm   246.80 um    42.04 um  
 650.00 MeV   3.995E-01  1.800E-04    6.91 mm   280.05 um    48.44 um  
 700.00 MeV   3.766E-01  1.682E-04    7.90 mm   313.45 um    55.22 um  
 800.00 MeV   3.388E-01  1.489E-04   10.05 mm   437.62 um    69.89 um  
 900.00 MeV   3.089E-01  1.337E-04   12.43 mm   552.46 um    85.99 um  
   1.00 GeV   2.847E-01  1.214E-04   15.03 mm   663.74 um   103.44 um  
   1.10 GeV   2.647E-01  1.112E-04   17.83 mm   773.67 um   122.19 um  
   1.20 GeV   2.478E-01  1.027E-04   20.83 mm   883.26 um   142.17 um  
   1.30 GeV   2.334E-01  9.540E-05   24.03 mm   993.04 um   163.33 um  
   1.40 GeV   2.210E-01  8.912E-05   27.42 mm     1.10 mm   185.63 um  
   1.50 GeV   2.101E-01  8.365E-05   30.99 mm     1.21 mm   209.01 um  
   1.60 GeV   2.005E-01  7.883E-05   34.73 mm     1.33 mm   233.43 um  
   1.70 GeV   1.921E-01  7.455E-05   38.65 mm     1.44 mm   258.85 um  
   1.80 GeV   1.845E-01  7.073E-05   42.74 mm     1.55 mm   285.23 um  
   2.00 GeV   1.715E-01  6.419E-05   51.39 mm     1.98 mm   340.72 um  
   2.25 GeV   1.585E-01  5.759E-05   63.05 mm     2.58 mm   414.83 um  
   2.50 GeV   1.479E-01  5.226E-05   75.61 mm     3.13 mm   493.74 um  
   2.75 GeV   1.393E-01  4.786E-05   89.01 mm     3.66 mm   577.00 um  
   3.00 GeV   1.320E-01  4.417E-05  103.19 mm     4.18 mm   664.19 um  
   3.25 GeV   1.259E-01  4.102E-05  118.11 mm     4.68 mm   754.96 um  
   3.50 GeV   1.206E-01  3.830E-05  133.72 mm     5.18 mm   848.96 um  
   3.75 GeV   1.160E-01  3.593E-05  149.97 mm     5.67 mm   945.90 um  
   4.00 GeV   1.120E-01  3.385E-05  166.84 mm     6.15 mm     1.05 mm  
   4.50 GeV   1.053E-01  3.036E-05  202.25 mm     7.94 mm     1.25 mm  
   5.00 GeV   1.000E-01  2.753E-05  239.72 mm     9.55 mm     1.47 mm  
   5.50 GeV   9.571E-02  2.521E-05  279.03 mm    11.06 mm     1.69 mm  
   6.00 GeV   9.214E-02  2.325E-05  319.98 mm    12.49 mm     1.91 mm  
   6.50 GeV   8.915E-02  2.159E-05  362.42 mm    13.86 mm     2.14 mm  
   7.00 GeV   8.661E-02  2.015E-05  406.19 mm    15.18 mm     2.38 mm  
   8.00 GeV   8.257E-02  1.780E-05  497.16 mm    19.91 mm     2.85 mm  
   9.00 GeV   7.952E-02  1.596E-05  592.09 mm    24.02 mm     3.33 mm  
  10.00 GeV   7.716E-02  1.447E-05  690.30 mm    27.76 mm     3.81 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3000E+01                 eV / Angstrom 
  1.3000E+02                keV / micron   
  1.3000E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2309E+01                 eV / (1E15 atoms/cm2)
  2.3935E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
