 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Januar 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Boron in  H- C- O

 Ion = Boron [5] , Mass = 11.009 amu

 Target Density =  1.3000E+00 g/cm3 = 1.0561E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -5.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
49.9999 eV    4.295E-02  3.847E-01      10 A         6 A         4 A   
54.9999 eV    4.505E-02  3.993E-01      10 A         6 A         5 A   
59.9999 eV    4.705E-02  4.129E-01      11 A         7 A         5 A   
64.9999 eV    4.897E-02  4.255E-01      11 A         7 A         5 A   
69.9999 eV    5.082E-02  4.374E-01      11 A         7 A         5 A   
79.9999 eV    5.433E-02  4.591E-01      12 A         8 A         6 A   
89.9999 eV    5.762E-02  4.785E-01      13 A         8 A         6 A   
99.9999 eV    6.074E-02  4.961E-01      14 A         9 A         6 A   
    110 eV    6.370E-02  5.121E-01      15 A         9 A         7 A   
    120 eV    6.654E-02  5.268E-01      16 A         9 A         7 A   
    130 eV    6.925E-02  5.404E-01      16 A        10 A         7 A   
139.999 eV    7.187E-02  5.529E-01      17 A        10 A         7 A   
149.999 eV    7.439E-02  5.647E-01      18 A        11 A         8 A   
159.999 eV    7.683E-02  5.756E-01      19 A        11 A         8 A   
169.999 eV    7.920E-02  5.859E-01      19 A        11 A         8 A   
179.999 eV    8.149E-02  5.955E-01      20 A        12 A         9 A   
199.999 eV    8.590E-02  6.132E-01      22 A        12 A         9 A   
224.999 eV    9.111E-02  6.328E-01      23 A        13 A        10 A   
249.999 eV    9.604E-02  6.501E-01      25 A        14 A        10 A   
274.999 eV    1.007E-01  6.655E-01      27 A        15 A        11 A   
299.999 eV    1.052E-01  6.793E-01      28 A        16 A        11 A   
324.999 eV    1.095E-01  6.918E-01      30 A        16 A        12 A   
349.999 eV    1.136E-01  7.031E-01      31 A        17 A        13 A   
374.999 eV    1.176E-01  7.134E-01      33 A        18 A        13 A   
399.999 eV    1.215E-01  7.229E-01      34 A        19 A        14 A   
449.999 eV    1.288E-01  7.395E-01      37 A        20 A        15 A   
499.999 eV    1.358E-01  7.537E-01      40 A        21 A        16 A   
549.999 eV    1.424E-01  7.659E-01      43 A        23 A        17 A   
599.999 eV    1.488E-01  7.765E-01      46 A        24 A        17 A   
649.999 eV    1.549E-01  7.857E-01      49 A        25 A        18 A   
699.999 eV    1.607E-01  7.938E-01      51 A        26 A        19 A   
799.999 eV    1.718E-01  8.071E-01      57 A        29 A        21 A   
899.999 eV    1.822E-01  8.173E-01      62 A        31 A        23 A   
999.999 eV    1.921E-01  8.253E-01      67 A        33 A        24 A   
   1.10 keV   2.015E-01  8.315E-01      73 A        36 A        26 A   
   1.20 keV   2.104E-01  8.361E-01      78 A        38 A        28 A   
   1.30 keV   2.190E-01  8.396E-01      83 A        40 A        29 A   
   1.40 keV   2.273E-01  8.422E-01      88 A        42 A        31 A   
   1.50 keV   2.352E-01  8.438E-01      93 A        44 A        32 A   
   1.60 keV   2.430E-01  8.449E-01      98 A        46 A        34 A   
   1.70 keV   2.504E-01  8.453E-01     103 A        48 A        35 A   
   1.80 keV   2.577E-01  8.452E-01     108 A        50 A        37 A   
   2.00 keV   2.716E-01  8.439E-01     118 A        54 A        40 A   
   2.25 keV   2.881E-01  8.405E-01     131 A        59 A        43 A   
   2.50 keV   3.037E-01  8.357E-01     144 A        64 A        47 A   
   2.75 keV   3.185E-01  8.300E-01     156 A        69 A        50 A   
   3.00 keV   3.327E-01  8.236E-01     169 A        74 A        53 A   
   3.25 keV   3.463E-01  8.167E-01     181 A        78 A        57 A   
   3.50 keV   3.594E-01  8.095E-01     193 A        83 A        60 A   
   3.75 keV   3.720E-01  8.021E-01     206 A        87 A        63 A   
   4.00 keV   3.842E-01  7.945E-01     218 A        92 A        66 A   
   4.50 keV   4.075E-01  7.793E-01     244 A       101 A        73 A   
   5.00 keV   4.295E-01  7.641E-01     269 A       109 A        79 A   
   5.50 keV   4.505E-01  7.492E-01     294 A       118 A        85 A   
   6.00 keV   4.705E-01  7.347E-01     319 A       126 A        92 A   
   6.50 keV   4.897E-01  7.206E-01     344 A       134 A        98 A   
   7.00 keV   5.082E-01  7.070E-01     369 A       142 A       104 A   
   8.00 keV   5.433E-01  6.812E-01     420 A       157 A       116 A   
   9.00 keV   5.763E-01  6.573E-01     471 A       172 A       127 A   
  10.00 keV   6.074E-01  6.352E-01     522 A       187 A       139 A   
  11.00 keV   6.371E-01  6.146E-01     572 A       201 A       150 A   
  12.00 keV   6.654E-01  5.955E-01     623 A       214 A       162 A   
  13.00 keV   6.926E-01  5.778E-01     674 A       227 A       173 A   
  14.00 keV   7.187E-01  5.612E-01     724 A       240 A       184 A   
  15.00 keV   7.440E-01  5.457E-01     775 A       252 A       194 A   
  16.00 keV   7.684E-01  5.312E-01     825 A       264 A       205 A   
  17.00 keV   7.920E-01  5.176E-01     875 A       276 A       215 A   
  18.00 keV   8.150E-01  5.047E-01     925 A       287 A       226 A   
  20.00 keV   8.591E-01  4.812E-01    1025 A       308 A       246 A   
  22.50 keV   9.060E-01  4.552E-01    1148 A       334 A       270 A   
  25.00 keV   9.386E-01  4.322E-01    1271 A       358 A       294 A   
  27.50 keV   9.795E-01  4.119E-01    1393 A       381 A       317 A   
  30.00 keV   1.024E+00  3.937E-01    1514 A       403 A       339 A   
  32.50 keV   1.069E+00  3.773E-01    1634 A       423 A       361 A   
  35.00 keV   1.113E+00  3.624E-01    1752 A       442 A       382 A   
  37.50 keV   1.155E+00  3.488E-01    1867 A       461 A       402 A   
  40.00 keV   1.196E+00  3.364E-01    1982 A       478 A       422 A   
  45.00 keV   1.271E+00  3.144E-01    2205 A       510 A       459 A   
  50.00 keV   1.337E+00  2.955E-01    2424 A       539 A       493 A   
  55.00 keV   1.396E+00  2.790E-01    2637 A       566 A       526 A   
  60.00 keV   1.448E+00  2.646E-01    2847 A       590 A       557 A   
  65.00 keV   1.495E+00  2.518E-01    3053 A       613 A       587 A   
  70.00 keV   1.537E+00  2.403E-01    3257 A       635 A       615 A   
  80.00 keV   1.611E+00  2.206E-01    3656 A       676 A       668 A   
  90.00 keV   1.673E+00  2.042E-01    4047 A       712 A       717 A   
 100.00 keV   1.728E+00  1.904E-01    4431 A       746 A       762 A   
 110.00 keV   1.777E+00  1.786E-01    4809 A       777 A       805 A   
 120.00 keV   1.822E+00  1.683E-01    5181 A       805 A       845 A   
 130.00 keV   1.865E+00  1.593E-01    5548 A       832 A       884 A   
 140.00 keV   1.906E+00  1.513E-01    5910 A       857 A       920 A   
 150.00 keV   1.945E+00  1.442E-01    6267 A       881 A       955 A   
 160.00 keV   1.984E+00  1.378E-01    6620 A       903 A       989 A   
 170.00 keV   2.023E+00  1.319E-01    6967 A       924 A      1021 A   
 180.00 keV   2.062E+00  1.267E-01    7310 A       943 A      1051 A   
 200.00 keV   2.141E+00  1.174E-01    7981 A       982 A      1109 A   
 225.00 keV   2.240E+00  1.077E-01    8793 A      1026 A      1176 A   
 250.00 keV   2.342E+00  9.971E-02    9577 A      1065 A      1236 A   
 275.00 keV   2.444E+00  9.290E-02    1.03 um     1100 A      1292 A   
 300.00 keV   2.545E+00  8.705E-02    1.11 um     1131 A      1343 A   
 325.00 keV   2.646E+00  8.196E-02    1.18 um     1159 A      1390 A   
 350.00 keV   2.745E+00  7.749E-02    1.24 um     1184 A      1434 A   
 375.00 keV   2.843E+00  7.353E-02    1.31 um     1207 A      1474 A   
 400.00 keV   2.938E+00  6.999E-02    1.37 um     1228 A      1512 A   
 450.00 keV   3.123E+00  6.392E-02    1.50 um     1271 A      1581 A   
 500.00 keV   3.299E+00  5.891E-02    1.61 um     1307 A      1641 A   
 550.00 keV   3.468E+00  5.469E-02    1.72 um     1339 A      1695 A   
 600.00 keV   3.628E+00  5.109E-02    1.83 um     1367 A      1744 A   
 650.00 keV   3.780E+00  4.797E-02    1.93 um     1392 A      1788 A   
 700.00 keV   3.926E+00  4.523E-02    2.03 um     1415 A      1828 A   
 800.00 keV   4.197E+00  4.068E-02    2.21 um     1465 A      1899 A   
 900.00 keV   4.444E+00  3.702E-02    2.39 um     1508 A      1960 A   
   1.00 MeV   4.670E+00  3.401E-02    2.56 um     1545 A      2014 A   
   1.10 MeV   4.876E+00  3.148E-02    2.71 um     1577 A      2061 A   
   1.20 MeV   5.064E+00  2.934E-02    2.87 um     1606 A      2104 A   
   1.30 MeV   5.235E+00  2.748E-02    3.02 um     1632 A      2143 A   
   1.40 MeV   5.391E+00  2.587E-02    3.16 um     1656 A      2178 A   
   1.50 MeV   5.532E+00  2.445E-02    3.30 um     1678 A      2211 A   
   1.60 MeV   5.660E+00  2.318E-02    3.44 um     1698 A      2241 A   
   1.70 MeV   5.775E+00  2.205E-02    3.57 um     1717 A      2269 A   
   1.80 MeV   5.878E+00  2.104E-02    3.70 um     1735 A      2296 A   
   2.00 MeV   6.054E+00  1.928E-02    3.96 um     1787 A      2345 A   
   2.25 MeV   6.224E+00  1.748E-02    4.27 um     1856 A      2400 A   
   2.50 MeV   6.350E+00  1.601E-02    4.57 um     1919 A      2449 A   
   2.75 MeV   6.440E+00  1.478E-02    4.87 um     1977 A      2494 A   
   3.00 MeV   6.503E+00  1.374E-02    5.17 um     2032 A      2536 A   
   3.25 MeV   6.545E+00  1.284E-02    5.46 um     2085 A      2576 A   
   3.50 MeV   6.570E+00  1.206E-02    5.75 um     2135 A      2613 A   
   3.75 MeV   6.582E+00  1.138E-02    6.05 um     2183 A      2649 A   
   4.00 MeV   6.583E+00  1.077E-02    6.34 um     2231 A      2683 A   
   4.50 MeV   6.560E+00  9.749E-03    6.92 um     2394 A      2748 A   
   5.00 MeV   6.513E+00  8.912E-03    7.51 um     2548 A      2809 A   
   5.50 MeV   6.448E+00  8.215E-03    8.10 um     2695 A      2868 A   
   6.00 MeV   6.369E+00  7.625E-03    8.70 um     2837 A      2925 A   
   6.50 MeV   6.280E+00  7.119E-03    9.31 um     2976 A      2980 A   
   7.00 MeV   6.184E+00  6.680E-03    9.92 um     3112 A      3035 A   
   8.00 MeV   5.978E+00  5.954E-03   11.19 um     3609 A      3143 A   
   9.00 MeV   5.766E+00  5.378E-03   12.49 um     4074 A      3250 A   
  10.00 MeV   5.555E+00  4.909E-03   13.85 um     4521 A      3358 A   
  11.00 MeV   5.351E+00  4.519E-03   15.26 um     4958 A      3467 A   
  12.00 MeV   5.156E+00  4.190E-03   16.72 um     5389 A      3579 A   
  13.00 MeV   4.970E+00  3.907E-03   18.24 um     5817 A      3694 A   
  14.00 MeV   4.795E+00  3.663E-03   19.82 um     6245 A      3811 A   
  15.00 MeV   4.630E+00  3.449E-03   21.45 um     6674 A      3933 A   
  16.00 MeV   4.474E+00  3.259E-03   23.14 um     7106 A      4058 A   
  17.00 MeV   4.327E+00  3.091E-03   24.88 um     7540 A      4187 A   
  18.00 MeV   4.189E+00  2.940E-03   26.69 um     7978 A      4320 A   
  20.00 MeV   3.936E+00  2.680E-03   30.48 um     9640 A      4600 A   
  22.50 MeV   3.673E+00  2.416E-03   35.53 um     1.20 um     4974 A   
  25.00 MeV   3.477E+00  2.202E-03   40.91 um     1.43 um     5375 A   
  27.50 MeV   3.268E+00  2.025E-03   46.62 um     1.64 um     5801 A   
  30.00 MeV   3.076E+00  1.875E-03   52.68 um     1.86 um     6255 A   
  32.50 MeV   2.906E+00  1.746E-03   59.11 um     2.07 um     6738 A   
  35.00 MeV   2.756E+00  1.635E-03   65.90 um     2.29 um     7250 A   
  37.50 MeV   2.621E+00  1.538E-03   73.05 um     2.51 um     7790 A   
  40.00 MeV   2.499E+00  1.453E-03   80.57 um     2.73 um     8359 A   
  45.00 MeV   2.289E+00  1.308E-03   96.64 um     3.56 um     9580 A   
  50.00 MeV   2.113E+00  1.191E-03  114.13 um     4.34 um     1.09 um  
  55.00 MeV   1.964E+00  1.094E-03  133.01 um     5.11 um     1.24 um  
  60.00 MeV   1.836E+00  1.012E-03  153.26 um     5.86 um     1.39 um  
  65.00 MeV   1.724E+00  9.425E-04  174.87 um     6.62 um     1.55 um  
  70.00 MeV   1.626E+00  8.820E-04  197.84 um     7.39 um     1.73 um  
  80.00 MeV   1.461E+00  7.826E-04  247.74 um    10.24 um     2.11 um  
  90.00 MeV   1.328E+00  7.041E-04  302.95 um    12.89 um     2.53 um  
 100.00 MeV   1.219E+00  6.405E-04  363.40 um    15.49 um     2.99 um  
 110.00 MeV   1.126E+00  5.879E-04  429.05 um    18.09 um     3.49 um  
 120.00 MeV   1.047E+00  5.436E-04  499.87 um    20.70 um     4.02 um  
 130.00 MeV   9.791E-01  5.058E-04  575.81 um    23.35 um     4.59 um  
 140.00 MeV   9.194E-01  4.731E-04  656.87 um    26.04 um     5.20 um  
 150.00 MeV   8.668E-01  4.445E-04  743.02 um    28.78 um     5.85 um  
 160.00 MeV   8.200E-01  4.194E-04  834.25 um    31.58 um     6.53 um  
 170.00 MeV   7.781E-01  3.970E-04  930.52 um    34.42 um     7.25 um  
 180.00 MeV   7.404E-01  3.770E-04    1.03 mm    37.33 um     8.01 um  
 200.00 MeV   6.755E-01  3.427E-04    1.25 mm    48.45 um     9.64 um  
 225.00 MeV   6.097E-01  3.080E-04    1.55 mm    64.47 um    11.87 um  
 250.00 MeV   5.569E-01  2.799E-04    1.88 mm    79.69 um    14.33 um  
 275.00 MeV   5.141E-01  2.567E-04    2.24 mm    94.63 um    17.00 um  
 300.00 MeV   4.792E-01  2.372E-04    2.63 mm   109.47 um    19.88 um  
 325.00 MeV   4.507E-01  2.206E-04    3.04 mm   124.25 um    22.95 um  
 350.00 MeV   4.247E-01  2.062E-04    3.48 mm   139.07 um    26.20 um  
 375.00 MeV   4.013E-01  1.936E-04    3.94 mm   154.02 um    29.64 um  
 400.00 MeV   3.807E-01  1.826E-04    4.44 mm   169.16 um    33.26 um  
 450.00 MeV   3.458E-01  1.640E-04    5.50 mm   226.36 um    41.04 um  
 500.00 MeV   3.174E-01  1.489E-04    6.66 mm   279.97 um    49.53 um  
 550.00 MeV   2.939E-01  1.365E-04    7.92 mm   332.15 um    58.69 um  
 600.00 MeV   2.741E-01  1.261E-04    9.27 mm   383.85 um    68.51 um  
 650.00 MeV   2.571E-01  1.172E-04   10.72 mm   435.51 um    78.97 um  
 700.00 MeV   2.424E-01  1.095E-04   12.26 mm   487.39 um    90.05 um  
 800.00 MeV   2.182E-01  9.688E-05   15.61 mm   680.07 um   114.02 um  
 900.00 MeV   1.991E-01  8.696E-05   19.30 mm   858.11 um   140.29 um  
   1.00 GeV   1.837E-01  7.895E-05   23.32 mm     1.03 mm   168.73 um  
   1.10 GeV   1.709E-01  7.233E-05   27.66 mm     1.20 mm   199.25 um  
   1.20 GeV   1.601E-01  6.677E-05   32.31 mm     1.37 mm   231.74 um  
   1.30 GeV   1.509E-01  6.203E-05   37.26 mm     1.54 mm   266.11 um  
   1.40 GeV   1.430E-01  5.794E-05   42.49 mm     1.71 mm   302.28 um  
   1.50 GeV   1.361E-01  5.438E-05   48.00 mm     1.88 mm   340.16 um  
   1.60 GeV   1.300E-01  5.124E-05   53.79 mm     2.05 mm   379.69 um  
   1.70 GeV   1.246E-01  4.845E-05   59.83 mm     2.22 mm   420.78 um  
   1.80 GeV   1.198E-01  4.597E-05   66.12 mm     2.40 mm   463.37 um  
   2.00 GeV   1.115E-01  4.171E-05   79.43 mm     3.05 mm   552.82 um  
   2.25 GeV   1.032E-01  3.741E-05   97.36 mm     3.97 mm   672.00 um  
   2.50 GeV   9.654E-02  3.394E-05  116.62 mm     4.82 mm   798.56 um  
   2.75 GeV   9.105E-02  3.108E-05  137.13 mm     5.63 mm   931.75 um  
   3.00 GeV   8.645E-02  2.868E-05  158.81 mm     6.41 mm     1.07 mm  
   3.25 GeV   8.256E-02  2.663E-05  181.57 mm     7.18 mm     1.22 mm  
   3.50 GeV   7.922E-02  2.487E-05  205.35 mm     7.93 mm     1.36 mm  
   3.75 GeV   7.632E-02  2.333E-05  230.07 mm     8.67 mm     1.52 mm  
   4.00 GeV   7.379E-02  2.197E-05  255.70 mm     9.40 mm     1.68 mm  
   4.50 GeV   6.959E-02  1.970E-05  309.37 mm    12.09 mm     2.00 mm  
   5.00 GeV   6.625E-02  1.787E-05  366.01 mm    14.51 mm     2.34 mm  
   5.50 GeV   6.354E-02  1.635E-05  425.29 mm    16.77 mm     2.68 mm  
   6.00 GeV   6.131E-02  1.509E-05  486.91 mm    18.91 mm     3.04 mm  
   6.50 GeV   5.944E-02  1.400E-05  550.62 mm    20.95 mm     3.39 mm  
   7.00 GeV   5.786E-02  1.307E-05  616.20 mm    22.92 mm     3.75 mm  
   8.00 GeV   5.536E-02  1.155E-05  752.13 mm    29.93 mm     4.49 mm  
   9.00 GeV   5.348E-02  1.035E-05  893.51 mm    36.01 mm     5.22 mm  
  10.00 GeV   5.203E-02  9.380E-06    1.04 m     41.51 mm     5.96 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3000E+01                 eV / Angstrom 
  1.3000E+02                keV / micron   
  1.3000E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2309E+01                 eV / (1E15 atoms/cm2)
  2.8725E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
