 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Januar 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Helium in  H- C- O

 Ion = Helium [2] , Mass = 4.003 amu

 Target Density =  1.3000E+00 g/cm3 = 1.0561E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -5.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  90.00 MeV   9.180E-02  4.712E-05    4.16 mm   185.83 um    54.59 um  
 100.00 MeV   8.423E-02  4.280E-05    5.04 mm   223.79 um    65.74 um  
 110.00 MeV   7.793E-02  3.924E-05    5.99 mm   261.57 um    77.79 um  
 120.00 MeV   7.260E-02  3.624E-05    7.01 mm   299.54 um    90.72 um  
 130.00 MeV   6.802E-02  3.368E-05    8.10 mm   337.88 um   104.50 um  
 140.00 MeV   6.406E-02  3.148E-05    9.27 mm   376.69 um   119.12 um  
 150.00 MeV   6.058E-02  2.955E-05   10.50 mm   416.02 um   134.56 um  
 160.00 MeV   5.750E-02  2.786E-05   11.80 mm   455.90 um   150.81 um  
 170.00 MeV   5.476E-02  2.635E-05   13.17 mm   496.35 um   167.85 um  
 180.00 MeV   5.231E-02  2.501E-05   14.61 mm   537.36 um   185.67 um  
 200.00 MeV   4.808E-02  2.270E-05   17.68 mm   692.55 um   223.59 um  
 225.00 MeV   4.379E-02  2.038E-05   21.87 mm   913.97 um   275.12 um  
 250.00 MeV   4.030E-02  1.850E-05   26.44 mm     1.12 mm   331.07 um  
 275.00 MeV   3.740E-02  1.695E-05   31.40 mm     1.33 mm   391.26 um  
 300.00 MeV   3.496E-02  1.564E-05   36.71 mm     1.53 mm   455.53 um  
 325.00 MeV   3.288E-02  1.453E-05   42.38 mm     1.73 mm   523.74 um  
 350.00 MeV   3.107E-02  1.357E-05   48.40 mm     1.93 mm   595.73 um  
 375.00 MeV   2.949E-02  1.274E-05   54.75 mm     2.13 mm   671.37 um  
 400.00 MeV   2.810E-02  1.200E-05   61.43 mm     2.34 mm   750.55 um  
 450.00 MeV   2.576E-02  1.077E-05   75.72 mm     3.10 mm   919.10 um  
 500.00 MeV   2.386E-02  9.770E-06   91.23 mm     3.80 mm     1.10 mm  
 550.00 MeV   2.229E-02  8.947E-06  107.91 mm     4.48 mm     1.29 mm  
 600.00 MeV   2.097E-02  8.256E-06  125.69 mm     5.15 mm     1.50 mm  
 650.00 MeV   1.985E-02  7.667E-06  144.54 mm     5.81 mm     1.71 mm  
 700.00 MeV   1.888E-02  7.159E-06  164.40 mm     6.46 mm     1.94 mm  
 800.00 MeV   1.729E-02  6.327E-06  206.97 mm     8.85 mm     2.42 mm  
 900.00 MeV   1.605E-02  5.673E-06  253.15 mm    11.02 mm     2.93 mm  
   1.00 GeV   1.505E-02  5.145E-06  302.64 mm    13.07 mm     3.47 mm  
   1.10 GeV   1.422E-02  4.710E-06  355.22 mm    15.06 mm     4.03 mm  
   1.20 GeV   1.354E-02  4.345E-06  410.64 mm    17.00 mm     4.62 mm  
   1.30 GeV   1.295E-02  4.034E-06  468.72 mm    18.90 mm     5.23 mm  
   1.40 GeV   1.246E-02  3.765E-06  529.26 mm    20.77 mm     5.86 mm  
   1.50 GeV   1.203E-02  3.532E-06  592.09 mm    22.61 mm     6.50 mm  
   1.60 GeV   1.165E-02  3.326E-06  657.07 mm    24.43 mm     7.16 mm  
   1.70 GeV   1.132E-02  3.144E-06  724.05 mm    26.23 mm     7.83 mm  
   1.80 GeV   1.102E-02  2.981E-06  792.89 mm    28.01 mm     8.51 mm  
   2.00 GeV   1.053E-02  2.703E-06  935.67 mm    34.57 mm     9.90 mm  
   2.25 GeV   1.004E-02  2.422E-06    1.12 m     43.58 mm    11.68 mm  
   2.50 GeV   9.656E-03  2.196E-06    1.32 m     51.65 mm    13.49 mm  
   2.75 GeV   9.348E-03  2.009E-06    1.52 m     59.10 mm    15.32 mm  
   3.00 GeV   9.098E-03  1.852E-06    1.73 m     66.10 mm    17.16 mm  
   3.25 GeV   8.891E-03  1.719E-06    1.94 m     72.74 mm    19.01 mm  
   3.50 GeV   8.719E-03  1.604E-06    2.16 m     79.08 mm    20.85 mm  
   3.75 GeV   8.574E-03  1.504E-06    2.38 m     85.16 mm    22.69 mm  
   4.00 GeV   8.452E-03  1.416E-06    2.61 m     91.00 mm    24.52 mm  
   4.50 GeV   8.259E-03  1.269E-06    3.07 m    111.98 mm    28.14 mm  
   5.00 GeV   8.116E-03  1.150E-06    3.54 m    130.29 mm    31.71 mm  
   5.50 GeV   8.010E-03  1.052E-06    4.02 m    146.79 mm    35.20 mm  
   6.00 GeV   7.930E-03  9.696E-07    4.50 m    161.96 mm    38.61 mm  
   6.50 GeV   7.869E-03  8.996E-07    4.99 m    176.06 mm    41.95 mm  
   7.00 GeV   7.825E-03  8.393E-07    5.48 m    189.28 mm    45.21 mm  
   8.00 GeV   7.768E-03  7.407E-07    6.46 m    235.27 mm    51.50 mm  
   9.00 GeV   7.740E-03  6.633E-07    7.45 m    274.02 mm    57.49 mm  
  10.00 GeV   7.732E-03  6.009E-07    8.45 m    308.09 mm    63.22 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3000E+01                 eV / Angstrom 
  1.3000E+02                keV / micron   
  1.3000E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2309E+01                 eV / (1E15 atoms/cm2)
  1.0623E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
