 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Januar 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Nitrogen in  H- C- O

 Ion = Nitrogen [7] , Mass = 14.003 amu

 Target Density =  1.3000E+00 g/cm3 = 1.0561E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -5.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
44.9999 eV    4.633E-02  4.384E-01       9 A         5 A         4 A   
49.9999 eV    4.883E-02  4.591E-01       9 A         5 A         4 A   
54.9999 eV    5.122E-02  4.783E-01       9 A         6 A         4 A   
59.9999 eV    5.350E-02  4.963E-01      10 A         6 A         4 A   
64.9999 eV    5.568E-02  5.133E-01      10 A         6 A         4 A   
69.9999 eV    5.778E-02  5.292E-01      11 A         6 A         5 A   
79.9999 eV    6.177E-02  5.586E-01      11 A         7 A         5 A   
89.9999 eV    6.552E-02  5.852E-01      12 A         7 A         5 A   
99.9999 eV    6.906E-02  6.095E-01      13 A         7 A         5 A   
    110 eV    7.243E-02  6.319E-01      14 A         8 A         6 A   
    120 eV    7.565E-02  6.526E-01      14 A         8 A         6 A   
    130 eV    7.874E-02  6.719E-01      15 A         8 A         6 A   
139.999 eV    8.172E-02  6.899E-01      16 A         9 A         6 A   
149.999 eV    8.458E-02  7.068E-01      16 A         9 A         7 A   
159.999 eV    8.736E-02  7.228E-01      17 A         9 A         7 A   
169.999 eV    9.005E-02  7.378E-01      17 A        10 A         7 A   
179.999 eV    9.266E-02  7.521E-01      18 A        10 A         7 A   
199.999 eV    9.767E-02  7.785E-01      19 A        11 A         8 A   
224.999 eV    1.036E-01  8.081E-01      21 A        11 A         8 A   
249.999 eV    1.092E-01  8.347E-01      22 A        12 A         9 A   
274.999 eV    1.145E-01  8.587E-01      23 A        12 A         9 A   
299.999 eV    1.196E-01  8.805E-01      25 A        13 A        10 A   
324.999 eV    1.245E-01  9.006E-01      26 A        14 A        10 A   
349.999 eV    1.292E-01  9.190E-01      27 A        14 A        10 A   
374.999 eV    1.337E-01  9.360E-01      28 A        15 A        11 A   
399.999 eV    1.381E-01  9.518E-01      30 A        15 A        11 A   
449.999 eV    1.465E-01  9.803E-01      32 A        16 A        12 A   
499.999 eV    1.544E-01  1.005E+00      34 A        17 A        13 A   
549.999 eV    1.620E-01  1.027E+00      36 A        18 A        13 A   
599.999 eV    1.692E-01  1.047E+00      39 A        19 A        14 A   
649.999 eV    1.761E-01  1.065E+00      41 A        20 A        15 A   
699.999 eV    1.827E-01  1.081E+00      43 A        21 A        15 A   
799.999 eV    1.953E-01  1.108E+00      47 A        23 A        17 A   
899.999 eV    2.072E-01  1.131E+00      51 A        24 A        18 A   
999.999 eV    2.184E-01  1.150E+00      55 A        26 A        19 A   
   1.10 keV   2.291E-01  1.167E+00      59 A        28 A        20 A   
   1.20 keV   2.392E-01  1.181E+00      63 A        29 A        22 A   
   1.30 keV   2.490E-01  1.193E+00      67 A        31 A        23 A   
   1.40 keV   2.584E-01  1.203E+00      71 A        32 A        24 A   
   1.50 keV   2.675E-01  1.212E+00      75 A        34 A        25 A   
   1.60 keV   2.763E-01  1.219E+00      79 A        35 A        26 A   
   1.70 keV   2.848E-01  1.226E+00      82 A        37 A        27 A   
   1.80 keV   2.930E-01  1.232E+00      86 A        38 A        28 A   
   2.00 keV   3.089E-01  1.240E+00      94 A        41 A        30 A   
   2.25 keV   3.276E-01  1.248E+00     103 A        45 A        33 A   
   2.50 keV   3.453E-01  1.253E+00     112 A        48 A        35 A   
   2.75 keV   3.622E-01  1.255E+00     121 A        51 A        38 A   
   3.00 keV   3.783E-01  1.255E+00     130 A        55 A        40 A   
   3.25 keV   3.937E-01  1.254E+00     139 A        58 A        42 A   
   3.50 keV   4.086E-01  1.252E+00     148 A        61 A        45 A   
   3.75 keV   4.229E-01  1.249E+00     157 A        64 A        47 A   
   4.00 keV   4.368E-01  1.245E+00     165 A        67 A        49 A   
   4.50 keV   4.633E-01  1.235E+00     183 A        73 A        54 A   
   5.00 keV   4.884E-01  1.224E+00     201 A        79 A        58 A   
   5.50 keV   5.122E-01  1.212E+00     218 A        85 A        62 A   
   6.00 keV   5.350E-01  1.200E+00     236 A        91 A        66 A   
   6.50 keV   5.568E-01  1.186E+00     254 A        97 A        70 A   
   7.00 keV   5.778E-01  1.173E+00     271 A       102 A        75 A   
   8.00 keV   6.177E-01  1.146E+00     307 A       113 A        83 A   
   9.00 keV   6.552E-01  1.120E+00     342 A       124 A        91 A   
  10.00 keV   6.907E-01  1.094E+00     377 A       135 A        98 A   
  11.00 keV   7.244E-01  1.069E+00     413 A       145 A       106 A   
  12.00 keV   7.566E-01  1.045E+00     448 A       155 A       114 A   
  13.00 keV   7.875E-01  1.022E+00     484 A       165 A       121 A   
  14.00 keV   8.172E-01  1.000E+00     519 A       174 A       129 A   
  15.00 keV   8.459E-01  9.795E-01     555 A       183 A       136 A   
  16.00 keV   8.737E-01  9.595E-01     590 A       192 A       143 A   
  17.00 keV   9.005E-01  9.404E-01     626 A       201 A       151 A   
  18.00 keV   9.267E-01  9.221E-01     661 A       210 A       158 A   
  20.00 keV   9.768E-01  8.879E-01     732 A       227 A       172 A   
  22.50 keV   1.036E+00  8.490E-01     820 A       247 A       190 A   
  25.00 keV   1.092E+00  8.139E-01     908 A       267 A       207 A   
  27.50 keV   1.145E+00  7.820E-01     996 A       285 A       223 A   
  30.00 keV   1.188E+00  7.529E-01    1083 A       303 A       240 A   
  32.50 keV   1.229E+00  7.263E-01    1170 A       320 A       256 A   
  35.00 keV   1.271E+00  7.018E-01    1257 A       337 A       271 A   
  37.50 keV   1.312E+00  6.792E-01    1343 A       352 A       287 A   
  40.00 keV   1.351E+00  6.582E-01    1429 A       368 A       302 A   
  45.00 keV   1.424E+00  6.206E-01    1599 A       397 A       331 A   
  50.00 keV   1.490E+00  5.876E-01    1768 A       424 A       359 A   
  55.00 keV   1.548E+00  5.586E-01    1935 A       450 A       386 A   
  60.00 keV   1.601E+00  5.327E-01    2101 A       474 A       413 A   
  65.00 keV   1.648E+00  5.095E-01    2265 A       497 A       438 A   
  70.00 keV   1.691E+00  4.885E-01    2428 A       519 A       463 A   
  80.00 keV   1.767E+00  4.520E-01    2752 A       560 A       510 A   
  90.00 keV   1.834E+00  4.214E-01    3072 A       599 A       555 A   
 100.00 keV   1.895E+00  3.951E-01    3389 A       635 A       597 A   
 110.00 keV   1.951E+00  3.724E-01    3703 A       668 A       638 A   
 120.00 keV   2.005E+00  3.525E-01    4013 A       699 A       677 A   
 130.00 keV   2.056E+00  3.349E-01    4319 A       728 A       714 A   
 140.00 keV   2.106E+00  3.192E-01    4622 A       756 A       750 A   
 150.00 keV   2.155E+00  3.051E-01    4922 A       782 A       785 A   
 160.00 keV   2.203E+00  2.923E-01    5218 A       807 A       818 A   
 170.00 keV   2.250E+00  2.808E-01    5511 A       830 A       851 A   
 180.00 keV   2.298E+00  2.702E-01    5800 A       853 A       882 A   
 200.00 keV   2.392E+00  2.515E-01    6367 A       896 A       941 A   
 225.00 keV   2.512E+00  2.319E-01    7055 A       945 A      1009 A   
 250.00 keV   2.633E+00  2.154E-01    7720 A       988 A      1072 A   
 275.00 keV   2.755E+00  2.014E-01    8362 A      1027 A      1130 A   
 300.00 keV   2.878E+00  1.893E-01    8982 A      1062 A      1184 A   
 325.00 keV   3.002E+00  1.787E-01    9582 A      1093 A      1234 A   
 350.00 keV   3.125E+00  1.693E-01    1.02 um     1121 A      1280 A   
 375.00 keV   3.247E+00  1.610E-01    1.07 um     1147 A      1323 A   
 400.00 keV   3.367E+00  1.536E-01    1.13 um     1171 A      1363 A   
 450.00 keV   3.602E+00  1.407E-01    1.23 um     1216 A      1437 A   
 500.00 keV   3.828E+00  1.301E-01    1.33 um     1255 A      1501 A   
 550.00 keV   4.045E+00  1.211E-01    1.42 um     1289 A      1559 A   
 600.00 keV   4.253E+00  1.134E-01    1.51 um     1318 A      1610 A   
 650.00 keV   4.453E+00  1.066E-01    1.60 um     1344 A      1657 A   
 700.00 keV   4.645E+00  1.008E-01    1.68 um     1367 A      1700 A   
 800.00 keV   5.005E+00  9.088E-02    1.83 um     1415 A      1775 A   
 900.00 keV   5.340E+00  8.292E-02    1.98 um     1456 A      1839 A   
   1.00 MeV   5.651E+00  7.635E-02    2.11 um     1490 A      1895 A   
   1.10 MeV   5.941E+00  7.083E-02    2.24 um     1519 A      1944 A   
   1.20 MeV   6.213E+00  6.611E-02    2.37 um     1545 A      1988 A   
   1.30 MeV   6.467E+00  6.204E-02    2.49 um     1568 A      2028 A   
   1.40 MeV   6.706E+00  5.847E-02    2.60 um     1589 A      2064 A   
   1.50 MeV   6.931E+00  5.533E-02    2.71 um     1608 A      2097 A   
   1.60 MeV   7.142E+00  5.253E-02    2.82 um     1626 A      2127 A   
   1.70 MeV   7.340E+00  5.002E-02    2.93 um     1642 A      2155 A   
   1.80 MeV   7.525E+00  4.776E-02    3.03 um     1657 A      2181 A   
   2.00 MeV   7.863E+00  4.385E-02    3.23 um     1695 A      2229 A   
   2.25 MeV   8.226E+00  3.983E-02    3.46 um     1744 A      2281 A   
   2.50 MeV   8.533E+00  3.654E-02    3.69 um     1787 A      2326 A   
   2.75 MeV   8.791E+00  3.379E-02    3.91 um     1826 A      2367 A   
   3.00 MeV   9.007E+00  3.145E-02    4.13 um     1862 A      2405 A   
   3.25 MeV   9.187E+00  2.943E-02    4.34 um     1895 A      2439 A   
   3.50 MeV   9.338E+00  2.767E-02    4.54 um     1926 A      2470 A   
   3.75 MeV   9.463E+00  2.613E-02    4.75 um     1956 A      2500 A   
   4.00 MeV   9.567E+00  2.476E-02    4.95 um     1984 A      2528 A   
   4.50 MeV   9.724E+00  2.244E-02    5.34 um     2075 A      2580 A   
   5.00 MeV   9.827E+00  2.054E-02    5.74 um     2160 A      2627 A   
   5.50 MeV   9.890E+00  1.895E-02    6.13 um     2240 A      2670 A   
   6.00 MeV   9.921E+00  1.761E-02    6.51 um     2316 A      2712 A   
   6.50 MeV   9.927E+00  1.646E-02    6.90 um     2389 A      2751 A   
   7.00 MeV   9.911E+00  1.545E-02    7.29 um     2460 A      2788 A   
   8.00 MeV   9.828E+00  1.379E-02    8.06 um     2710 A      2859 A   
   9.00 MeV   9.695E+00  1.248E-02    8.85 um     2943 A      2926 A   
  10.00 MeV   9.530E+00  1.140E-02    9.65 um     3165 A      2991 A   
  11.00 MeV   9.344E+00  1.050E-02   10.46 um     3380 A      3054 A   
  12.00 MeV   9.147E+00  9.747E-03   11.29 um     3590 A      3117 A   
  13.00 MeV   8.945E+00  9.098E-03   12.14 um     3797 A      3179 A   
  14.00 MeV   8.743E+00  8.534E-03   13.01 um     4001 A      3241 A   
  15.00 MeV   8.543E+00  8.040E-03   13.90 um     4205 A      3303 A   
  16.00 MeV   8.347E+00  7.603E-03   14.81 um     4408 A      3365 A   
  17.00 MeV   8.156E+00  7.214E-03   15.74 um     4611 A      3429 A   
  18.00 MeV   7.971E+00  6.865E-03   16.70 um     4815 A      3493 A   
  20.00 MeV   7.619E+00  6.264E-03   18.67 um     5583 A      3623 A   
  22.50 MeV   7.216E+00  5.653E-03   21.26 um     6701 A      3793 A   
  25.00 MeV   6.849E+00  5.156E-03   23.99 um     7757 A      3971 A   
  27.50 MeV   6.517E+00  4.744E-03   26.87 um     8780 A      4158 A   
  30.00 MeV   6.287E+00  4.395E-03   29.87 um     9773 A      4353 A   
  32.50 MeV   6.055E+00  4.097E-03   32.99 um     1.07 um     4555 A   
  35.00 MeV   5.803E+00  3.839E-03   36.23 um     1.17 um     4766 A   
  37.50 MeV   5.567E+00  3.613E-03   39.61 um     1.27 um     4986 A   
  40.00 MeV   5.352E+00  3.413E-03   43.13 um     1.36 um     5216 A   
  45.00 MeV   4.972E+00  3.076E-03   50.59 um     1.73 um     5704 A   
  50.00 MeV   4.648E+00  2.803E-03   58.59 um     2.07 um     6230 A   
  55.00 MeV   4.368E+00  2.576E-03   67.12 um     2.40 um     6794 A   
  60.00 MeV   4.122E+00  2.385E-03   76.18 um     2.72 um     7395 A   
  65.00 MeV   3.905E+00  2.221E-03   85.76 um     3.05 um     8032 A   
  70.00 MeV   3.711E+00  2.080E-03   95.86 um     3.37 um     8704 A   
  80.00 MeV   3.380E+00  1.847E-03  117.58 um     4.57 um     1.02 um  
  90.00 MeV   3.106E+00  1.663E-03  141.32 um     5.68 um     1.17 um  
 100.00 MeV   2.876E+00  1.514E-03  167.05 um     6.75 um     1.34 um  
 110.00 MeV   2.678E+00  1.390E-03  194.76 um     7.82 um     1.53 um  
 120.00 MeV   2.507E+00  1.286E-03  224.44 um     8.88 um     1.73 um  
 130.00 MeV   2.357E+00  1.197E-03  256.08 um     9.95 um     1.93 um  
 140.00 MeV   2.224E+00  1.120E-03  289.68 um    11.04 um     2.16 um  
 150.00 MeV   2.105E+00  1.053E-03  325.23 um    12.14 um     2.39 um  
 160.00 MeV   1.999E+00  9.935E-04  362.72 um    13.26 um     2.64 um  
 170.00 MeV   1.902E+00  9.409E-04  402.16 um    14.40 um     2.89 um  
 180.00 MeV   1.815E+00  8.937E-04  443.55 um    15.56 um     3.16 um  
 200.00 MeV   1.663E+00  8.128E-04  532.11 um    20.00 um     3.74 um  
 225.00 MeV   1.505E+00  7.310E-04  653.69 um    26.41 um     4.53 um  
 250.00 MeV   1.375E+00  6.647E-04  787.36 um    32.52 um     5.40 um  
 275.00 MeV   1.267E+00  6.099E-04  933.03 um    38.53 um     6.34 um  
 300.00 MeV   1.176E+00  5.637E-04    1.09 mm    44.55 um     7.35 um  
 325.00 MeV   1.099E+00  5.243E-04    1.26 mm    50.61 um     8.44 um  
 350.00 MeV   1.033E+00  4.903E-04    1.44 mm    56.72 um     9.60 um  
 375.00 MeV   9.771E-01  4.606E-04    1.63 mm    62.90 um    10.82 um  
 400.00 MeV   9.288E-01  4.344E-04    1.83 mm    69.12 um    12.12 um  
 450.00 MeV   8.459E-01  3.903E-04    2.27 mm    92.54 um    14.89 um  
 500.00 MeV   7.761E-01  3.547E-04    2.74 mm   114.44 um    17.92 um  
 550.00 MeV   7.180E-01  3.253E-04    3.26 mm   135.79 um    21.19 um  
 600.00 MeV   6.690E-01  3.005E-04    3.81 mm   156.96 um    24.70 um  
 650.00 MeV   6.270E-01  2.794E-04    4.41 mm   178.15 um    28.44 um  
 700.00 MeV   5.906E-01  2.611E-04    5.04 mm   199.45 um    32.41 um  
 800.00 MeV   5.306E-01  2.312E-04    6.41 mm   278.79 um    41.01 um  
 900.00 MeV   4.832E-01  2.076E-04    7.93 mm   352.28 um    50.47 um  
   1.00 GeV   4.448E-01  1.885E-04    9.59 mm   423.61 um    60.74 um  
   1.10 GeV   4.129E-01  1.728E-04   11.39 mm   494.20 um    71.79 um  
   1.20 GeV   3.861E-01  1.596E-04   13.31 mm   564.70 um    83.60 um  
   1.30 GeV   3.631E-01  1.483E-04   15.37 mm   635.45 um    96.13 um  
   1.40 GeV   3.433E-01  1.385E-04   17.54 mm   706.62 um   109.35 um  
   1.50 GeV   3.260E-01  1.300E-04   19.84 mm   778.28 um   123.25 um  
   1.60 GeV   3.108E-01  1.226E-04   22.26 mm   850.48 um   137.79 um  
   1.70 GeV   2.972E-01  1.159E-04   24.79 mm   923.21 um   152.96 um  
   1.80 GeV   2.851E-01  1.100E-04   27.43 mm   996.48 um   168.72 um  
   2.00 GeV   2.644E-01  9.984E-05   33.04 mm     1.27 mm   201.98 um  
   2.25 GeV   2.435E-01  8.959E-05   40.61 mm     1.67 mm   246.58 um  
   2.50 GeV   2.267E-01  8.131E-05   48.80 mm     2.03 mm   294.28 um  
   2.75 GeV   2.128E-01  7.448E-05   57.56 mm     2.38 mm   344.82 um  
   3.00 GeV   2.011E-01  6.874E-05   66.85 mm     2.72 mm   397.97 um  
   3.25 GeV   1.912E-01  6.385E-05   76.66 mm     3.05 mm   453.51 um  
   3.50 GeV   1.827E-01  5.963E-05   86.95 mm     3.39 mm   511.27 um  
   3.75 GeV   1.753E-01  5.595E-05   97.69 mm     3.71 mm   571.05 um  
   4.00 GeV   1.689E-01  5.271E-05  108.86 mm     4.04 mm   632.70 um  
   4.50 GeV   1.581E-01  4.728E-05  132.41 mm     5.24 mm   761.07 um  
   5.00 GeV   1.494E-01  4.289E-05  157.43 mm     6.32 mm   895.28 um  
   5.50 GeV   1.424E-01  3.927E-05  183.80 mm     7.34 mm     1.03 mm  
   6.00 GeV   1.365E-01  3.623E-05  211.39 mm     8.32 mm     1.18 mm  
   6.50 GeV   1.316E-01  3.364E-05  240.08 mm     9.26 mm     1.32 mm  
   7.00 GeV   1.274E-01  3.141E-05  269.77 mm    10.17 mm     1.47 mm  
   8.00 GeV   1.207E-01  2.775E-05  331.80 mm    13.44 mm     1.78 mm  
   9.00 GeV   1.156E-01  2.488E-05  396.91 mm    16.30 mm     2.09 mm  
  10.00 GeV   1.116E-01  2.256E-05  464.63 mm    18.91 mm     2.41 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3000E+01                 eV / Angstrom 
  1.3000E+02                keV / micron   
  1.3000E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2309E+01                 eV / (1E15 atoms/cm2)
  1.9984E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
