 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Dezember 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Nitrogen in  H- O

 Ion = Nitrogen [7] , Mass = 14.003 amu

 Target Density =  1.0000E+00 g/cm3 = 1.0029E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    011.19   
      O      8    033.33    088.81   
 ====================================
 Bragg Correction = -6.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  37.50 MeV   5.880E+00  3.998E-03   49.16 um     1.57 um     6854 A   
  40.00 MeV   5.643E+00  3.777E-03   53.50 um     1.68 um     7125 A   
  45.00 MeV   5.232E+00  3.404E-03   62.70 um     2.13 um     7706 A   
  50.00 MeV   4.887E+00  3.102E-03   72.59 um     2.56 um     8339 A   
  55.00 MeV   4.594E+00  2.851E-03   83.13 um     2.96 um     9023 A   
  60.00 MeV   4.341E+00  2.640E-03   94.33 um     3.37 um     9755 A   
  65.00 MeV   4.118E+00  2.459E-03  106.15 um     3.76 um     1.05 um  
  70.00 MeV   3.922E+00  2.302E-03  118.59 um     4.16 um     1.14 um  
  80.00 MeV   3.587E+00  2.045E-03  145.24 um     5.62 um     1.31 um  
  90.00 MeV   3.310E+00  1.841E-03  174.26 um     6.97 um     1.51 um  
 100.00 MeV   3.076E+00  1.676E-03  205.59 um     8.27 um     1.72 um  
 110.00 MeV   2.874E+00  1.539E-03  239.22 um     9.55 um     1.95 um  
 120.00 MeV   2.696E+00  1.424E-03  275.14 um    10.83 um     2.19 um  
 130.00 MeV   2.538E+00  1.326E-03  313.36 um    12.12 um     2.44 um  
 140.00 MeV   2.397E+00  1.240E-03  353.90 um    13.42 um     2.71 um  
 150.00 MeV   2.269E+00  1.166E-03  396.78 um    14.74 um     3.00 um  
 160.00 MeV   2.152E+00  1.100E-03  442.02 um    16.09 um     3.30 um  
 170.00 MeV   2.046E+00  1.042E-03  489.66 um    17.46 um     3.62 um  
 180.00 MeV   1.949E+00  9.899E-04  539.73 um    18.85 um     3.95 um  
 200.00 MeV   1.776E+00  9.004E-04  647.21 um    24.25 um     4.66 um  
 225.00 MeV   1.596E+00  8.097E-04  795.69 um    32.13 um     5.63 um  
 250.00 MeV   1.446E+00  7.363E-04  960.23 um    39.72 um     6.72 um  
 275.00 MeV   1.322E+00  6.756E-04    1.14 mm    47.28 um     7.90 um  
 300.00 MeV   1.220E+00  6.245E-04    1.34 mm    54.92 um     9.20 um  
 325.00 MeV   1.135E+00  5.809E-04    1.55 mm    62.67 um    10.60 um  
 350.00 MeV   1.065E+00  5.432E-04    1.78 mm    70.50 um    12.10 um  
 375.00 MeV   1.009E+00  5.103E-04    2.02 mm    78.38 um    13.69 um  
 400.00 MeV   9.645E-01  4.813E-04    2.27 mm    86.25 um    15.36 um  
 450.00 MeV   8.850E-01  4.325E-04    2.81 mm   115.45 um    18.94 um  
 500.00 MeV   8.119E-01  3.931E-04    3.40 mm   142.58 um    22.82 um  
 550.00 MeV   7.511E-01  3.605E-04    4.04 mm   169.06 um    27.02 um  
 600.00 MeV   6.998E-01  3.330E-04    4.73 mm   195.33 um    31.51 um  
 650.00 MeV   6.559E-01  3.096E-04    5.47 mm   221.64 um    36.31 um  
 700.00 MeV   6.178E-01  2.894E-04    6.26 mm   248.10 um    41.40 um  
 800.00 MeV   5.551E-01  2.562E-04    7.96 mm   346.65 um    52.42 um  
 900.00 MeV   5.055E-01  2.301E-04    9.85 mm   437.96 um    64.53 um  
   1.00 GeV   4.652E-01  2.090E-04   11.91 mm   526.61 um    77.69 um  
   1.10 GeV   4.319E-01  1.915E-04   14.14 mm   614.34 um    91.85 um  
   1.20 GeV   4.038E-01  1.769E-04   16.54 mm   701.97 um   106.97 um  
   1.30 GeV   3.799E-01  1.644E-04   19.09 mm   789.90 um   123.02 um  
   1.40 GeV   3.591E-01  1.536E-04   21.80 mm   878.35 um   139.96 um  
   1.50 GeV   3.410E-01  1.442E-04   24.66 mm   967.42 um   157.76 um  
   1.60 GeV   3.251E-01  1.359E-04   27.66 mm     1.06 mm   176.39 um  
   1.70 GeV   3.110E-01  1.285E-04   30.80 mm     1.15 mm   195.81 um  
   1.80 GeV   2.983E-01  1.220E-04   34.09 mm     1.24 mm   216.00 um  
   2.00 GeV   2.767E-01  1.107E-04   41.05 mm     1.58 mm   258.59 um  
   2.25 GeV   2.548E-01  9.934E-05   50.46 mm     2.07 mm   315.71 um  
   2.50 GeV   2.372E-01  9.016E-05   60.63 mm     2.52 mm   376.79 um  
   2.75 GeV   2.227E-01  8.259E-05   71.51 mm     2.96 mm   441.49 um  
   3.00 GeV   2.105E-01  7.623E-05   83.06 mm     3.38 mm   509.52 um  
   3.25 GeV   2.002E-01  7.080E-05   95.23 mm     3.79 mm   580.62 um  
   3.50 GeV   1.913E-01  6.613E-05  108.00 mm     4.20 mm   654.52 um  
   3.75 GeV   1.836E-01  6.205E-05  121.34 mm     4.61 mm   731.01 um  
   4.00 GeV   1.769E-01  5.846E-05  135.21 mm     5.01 mm   809.88 um  
   4.50 GeV   1.656E-01  5.243E-05  164.43 mm     6.50 mm   974.04 um  
   5.00 GeV   1.566E-01  4.757E-05  195.47 mm     7.85 mm     1.15 mm  
   5.50 GeV   1.493E-01  4.355E-05  228.17 mm     9.11 mm     1.32 mm  
   6.00 GeV   1.432E-01  4.018E-05  262.36 mm    10.32 mm     1.51 mm  
   6.50 GeV   1.381E-01  3.731E-05  297.91 mm    11.49 mm     1.69 mm  
   7.00 GeV   1.338E-01  3.484E-05  334.69 mm    12.61 mm     1.88 mm  
   8.00 GeV   1.268E-01  3.078E-05  411.48 mm    16.65 mm     2.27 mm  
   9.00 GeV   1.215E-01  2.760E-05  492.03 mm    20.18 mm     2.67 mm  
  10.00 GeV   1.174E-01  2.502E-05  575.75 mm    23.41 mm     3.08 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  9.9997E+00                 eV / Angstrom 
  9.9997E+01                keV / micron   
  9.9997E+01                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  9.9706E+00                 eV / (1E15 atoms/cm2)
  1.7513E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
