Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
1e-05,2.64882,0.0004,0.0003,0.0002,11B,CR39,0.0
1e-05,2.7772,0.0004,0.0003,0.0002,11B,CR39,0.0
1e-05,2.90034,0.0005,0.0003,0.0002,11B,CR39,0.0
1e-05,3.01955,0.0005,0.0003,0.0002,11B,CR39,0.0
1e-05,3.13352,0.0005,0.0003,0.0002,11B,CR39,0.0
1e-05,3.24356,0.0005,0.0003,0.0002,11B,CR39,0.0
2e-05,3.34967,0.0005,0.0004,0.0003,11B,CR39,0.0
2e-05,3.45316,0.0005,0.0004,0.0003,11B,CR39,0.0
2e-05,3.55272,0.0006,0.0004,0.0003,11B,CR39,0.0
2e-05,3.74529,0.0006,0.0004,0.0003,11B,CR39,0.0
2e-05,3.97192,0.0006,0.0004,0.0003,11B,CR39,0.0
2e-05,4.18676,0.0007,0.0004,0.0003,11B,CR39,0.0
3e-05,4.39112,0.0007,0.0005,0.0003,11B,CR39,0.0
3e-05,4.58631,0.0007,0.0005,0.0003,11B,CR39,0.0
3e-05,4.77364,0.0008,0.0005,0.0004,11B,CR39,0.0
3e-05,4.95442,0.0008,0.0005,0.0004,11B,CR39,0.0
4e-05,5.12865,0.0008,0.0005,0.0004,11B,CR39,0.0
4e-05,5.29633,0.0008,0.0005,0.0004,11B,CR39,0.0
4e-05,5.61728,0.0009,0.0006,0.0004,11B,CR39,0.0
5e-05,5.9212,0.0009,0.0006,0.0004,11B,CR39,0.0
5e-05,6.21071,0.001,0.0006,0.0005,11B,CR39,0.0
6e-05,6.48712,0.001,0.0007,0.0005,11B,CR39,1e-05
6e-05,6.75174,0.0011,0.0007,0.0005,11B,CR39,1e-05
7e-05,7.00719,0.0011,0.0007,0.0005,11B,CR39,1e-05
8e-05,7.49058,0.0012,0.0008,0.0005,11B,CR39,1e-05
9e-05,7.94515,0.0013,0.0008,0.0006,11B,CR39,1e-05
0.0001,8.37483,0.0014,0.0008,0.0006,11B,CR39,1e-05
0.00011,8.78355,0.0015,0.0009,0.0006,11B,CR39,1e-05
0.00012,9.17393,0.0016,0.0009,0.0007,11B,CR39,1e-05
0.00013,9.54859,0.0016,0.001,0.0007,11B,CR39,1e-05
0.00014,9.90884,0.0017,0.001,0.0007,11B,CR39,1e-05
