Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
0.00014,6.028,0.002,0.0011,0.0008,14N,water,1e-05
0.00015,6.24,0.0021,0.0012,0.0009,14N,water,1e-05
0.00016,6.445,0.0022,0.0012,0.0009,14N,water,1e-05
0.00017,6.643,0.0023,0.0013,0.0009,14N,water,1e-05
0.00018,6.835,0.0024,0.0013,0.0009,14N,water,1e-05
0.0002,7.205,0.0025,0.0014,0.001,14N,water,1e-05
0.00022,7.642,0.0027,0.0015,0.0011,14N,water,2e-05
0.00025,8.056,0.0029,0.0015,0.0011,14N,water,2e-05
0.00027,8.449,0.003,0.0016,0.0012,14N,water,2e-05
0.0003,8.825,0.0032,0.0017,0.0012,14N,water,2e-05
0.00032,9.185,0.0034,0.0018,0.0013,14N,water,2e-05
0.00035,9.532,0.0035,0.0018,0.0013,14N,water,2e-05
0.00037,9.866,0.0037,0.0019,0.0014,14N,water,3e-05
0.0004,10.19,0.0038,0.002,0.0014,14N,water,3e-05
0.00045,10.81,0.0041,0.0021,0.0015,14N,water,3e-05
0.0005,11.39,0.0044,0.0022,0.0016,14N,water,4e-05
0.00055,11.95,0.0047,0.0024,0.0017,14N,water,4e-05
0.0006,12.48,0.005,0.0025,0.0018,14N,water,4e-05
0.00065,12.99,0.0053,0.0026,0.0019,14N,water,5e-05
0.0007,13.48,0.0056,0.0027,0.002,14N,water,5e-05
0.0008,14.41,0.0061,0.003,0.0022,14N,water,6e-05
0.0009,15.28,0.0066,0.0032,0.0023,14N,water,6e-05
0.001,16.11,0.0072,0.0034,0.0025,14N,water,7e-05
0.0011,16.9,0.0077,0.0036,0.0027,14N,water,8e-05
0.0012,17.65,0.0082,0.0038,0.0028,14N,water,9e-05
0.0013,18.37,0.0087,0.004,0.003,14N,water,9e-05
0.0014,19.06,0.0092,0.0042,0.0031,14N,water,0.0001
0.0015,19.73,0.0097,0.0044,0.0033,14N,water,0.00011
0.0016,20.38,0.0102,0.0046,0.0034,14N,water,0.00011
0.0017,21.01,0.0107,0.0048,0.0035,14N,water,0.00012
0.0018,21.62,0.0112,0.005,0.0037,14N,water,0.00013
0.002,22.79,0.0121,0.0054,0.0039,14N,water,0.00014
0.00225,24.17,0.0133,0.0058,0.0043,14N,water,0.00016
0.0025,25.48,0.0145,0.0063,0.0046,14N,water,0.00018
0.00275,26.72,0.0157,0.0067,0.0049,14N,water,0.0002
0.003,27.91,0.0169,0.0072,0.0052,14N,water,0.00021
0.00325,29.05,0.0181,0.0076,0.0056,14N,water,0.00023
0.0035,30.14,0.0192,0.0081,0.0059,14N,water,0.00025
0.00375,31.2,0.0204,0.0085,0.0062,14N,water,0.00027
0.004,32.22,0.0216,0.0089,0.0065,14N,water,0.00029
0.0045,34.18,0.0239,0.0097,0.0071,14N,water,0.00032
0.005,36.03,0.0262,0.0106,0.0076,14N,water,0.00036
0.0055,37.79,0.0286,0.0114,0.0082,14N,water,0.00039
0.006,39.47,0.0309,0.0122,0.0088,14N,water,0.00043
0.0065,41.08,0.0333,0.013,0.0094,14N,water,0.00046
0.007,42.63,0.0357,0.0138,0.0099,14N,water,0.0005
0.008,45.57,0.0404,0.0154,0.011,14N,water,0.00057
0.009,48.34,0.0452,0.0169,0.0121,14N,water,0.00064
0.01,50.95,0.05,0.0184,0.0132,14N,water,0.00071
0.011,53.44,0.0549,0.0199,0.0143,14N,water,0.00079
0.012,55.82,0.0597,0.0214,0.0154,14N,water,0.00086
0.013,58.1,0.0646,0.0228,0.0165,14N,water,0.00093
0.014,60.29,0.0696,0.0243,0.0175,14N,water,0.001
0.015,62.41,0.0745,0.0257,0.0186,14N,water,0.00107
0.016,64.45,0.0795,0.0271,0.0197,14N,water,0.00114
0.017,66.44,0.0844,0.0285,0.0207,14N,water,0.00121
0.018,68.36,0.0894,0.0298,0.0218,14N,water,0.00129
0.02,72.06,0.0995,0.0325,0.0239,14N,water,0.00143
0.0225,76.44,0.1121,0.0357,0.0265,14N,water,0.00161
0.025,80.57,0.1248,0.0388,0.0291,14N,water,0.00178
0.0275,84.51,0.1375,0.0418,0.0316,14N,water,0.00196
0.03,88.88,0.1503,0.0447,0.0342,14N,water,0.00214
0.0325,93.04,0.1629,0.0475,0.0367,14N,water,0.00232
0.035,96.81,0.1756,0.0502,0.0391,14N,water,0.0025
0.0375,100.2,0.1882,0.0528,0.0416,14N,water,0.00268
0.04,103.3,0.2008,0.0554,0.044,14N,water,0.00286
0.045,108.7,0.226,0.0603,0.0487,14N,water,0.00321
0.05,113.2,0.2511,0.0649,0.0533,14N,water,0.00357
0.055,117.1,0.2763,0.0694,0.0577,14N,water,0.00393
0.06,120.6,0.3015,0.0737,0.0621,14N,water,0.00428
0.065,123.8,0.3268,0.0778,0.0664,14N,water,0.00464
0.07,126.7,0.352,0.0818,0.0706,14N,water,0.005
0.08,132.1,0.4025,0.0895,0.0787,14N,water,0.00571
0.09,137.3,0.4528,0.0966,0.0866,14N,water,0.00643
0.1,142.3,0.5029,0.1034,0.0942,14N,water,0.00714
0.11,147.2,0.5525,0.1097,0.1015,14N,water,0.00785
0.12,152.2,0.6016,0.1156,0.1086,14N,water,0.00857
0.13,157.2,0.6502,0.1212,0.1154,14N,water,0.00928
0.14,162.2,0.6981,0.1264,0.1219,14N,water,0.01
0.15,167.4,0.7454,0.1313,0.1282,14N,water,0.01071
0.16,172.5,0.7919,0.136,0.1343,14N,water,0.01142
0.17,177.7,0.8376,0.1404,0.1402,14N,water,0.01214
0.18,182.9,0.8826,0.1445,0.1458,14N,water,0.01285
0.2,193.4,0.9702,0.1523,0.1565,14N,water,0.01428
0.225,206.5,1.08,0.1609,0.1687,14N,water,0.01606
0.25,219.6,1.18,0.1685,0.1798,14N,water,0.01785
0.275,232.6,1.27,0.1752,0.19,14N,water,0.01963
0.3,245.5,1.37,0.1811,0.1993,14N,water,0.02142
0.325,258.1,1.45,0.1864,0.2078,14N,water,0.0232
0.35,270.4,1.54,0.1912,0.2157,14N,water,0.02499
0.375,282.6,1.62,0.1954,0.223,14N,water,0.02677
0.4,294.5,1.7,0.1993,0.2297,14N,water,0.02856
0.45,317.6,1.85,0.2066,0.2419,14N,water,0.03213
0.5,339.7,1.99,0.2127,0.2525,14N,water,0.0357
0.55,361.0,2.13,0.218,0.262,14N,water,0.03927
0.6,381.5,2.26,0.2226,0.2704,14N,water,0.04284
0.65,401.3,2.38,0.2266,0.2779,14N,water,0.04641
0.7,420.4,2.5,0.2302,0.2847,14N,water,0.04998
0.8,457.1,2.71,0.2372,0.2966,14N,water,0.05712
0.9,492.0,2.92,0.243,0.3067,14N,water,0.06425
1.0,525.2,3.11,0.2478,0.3154,14N,water,0.07139
1.1,557.1,3.29,0.2519,0.3229,14N,water,0.07853
1.2,587.6,3.46,0.2555,0.3296,14N,water,0.08567
1.3,616.8,3.62,0.2586,0.3355,14N,water,0.09281
1.4,644.8,3.78,0.2614,0.3408,14N,water,0.09995
1.5,671.5,3.93,0.2639,0.3456,14N,water,0.10709
1.6,697.1,4.07,0.2661,0.35,14N,water,0.11423
1.7,721.4,4.21,0.2682,0.354,14N,water,0.12137
1.8,744.5,4.35,0.2701,0.3577,14N,water,0.12851
2.0,787.1,4.6,0.2746,0.3643,14N,water,0.14279
2.25,833.8,4.91,0.2801,0.3713,14N,water,0.16064
2.5,873.8,5.2,0.285,0.3775,14N,water,0.17849
2.75,907.8,5.48,0.2892,0.3829,14N,water,0.19633
3.0,936.4,5.75,0.2931,0.3877,14N,water,0.21418
3.25,960.5,6.01,0.2967,0.3921,14N,water,0.23203
3.5,980.7,6.27,0.3,0.3961,14N,water,0.24988
3.75,997.7,6.52,0.3031,0.3998,14N,water,0.26773
4.0,1012.0,6.77,0.3061,0.4032,14N,water,0.28558
4.5,1033.0,7.25,0.3154,0.4095,14N,water,0.32127
5.0,1048.0,7.73,0.324,0.4152,14N,water,0.35697
5.5,1058.0,8.2,0.3322,0.4205,14N,water,0.39267
6.0,1064.0,8.67,0.34,0.4253,14N,water,0.42837
6.5,1066.0,9.14,0.3475,0.4299,14N,water,0.46406
7.0,1066.0,9.61,0.3548,0.4342,14N,water,0.49976
8.0,1059.0,10.55,0.3808,0.4424,14N,water,0.57116
9.0,1045.0,11.5,0.4054,0.45,14N,water,0.64255
10.0,1027.0,12.46,0.4293,0.4574,14N,water,0.71394
