Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
1e-05,1.79208,0.0004,0.0003,0.0002,9Be,CR39,0.0
1e-05,1.87985,0.0005,0.0003,0.0002,9Be,CR39,0.0
1e-05,1.96369,0.0005,0.0003,0.0002,9Be,CR39,0.0
1e-05,2.0436,0.0005,0.0004,0.0003,9Be,CR39,0.0
1e-05,2.12089,0.0005,0.0004,0.0003,9Be,CR39,0.0
1e-05,2.19556,0.0005,0.0004,0.0003,9Be,CR39,0.0
2e-05,2.26761,0.0005,0.0004,0.0003,9Be,CR39,0.0
2e-05,2.33704,0.0006,0.0004,0.0003,9Be,CR39,0.0
2e-05,2.40516,0.0006,0.0004,0.0003,9Be,CR39,0.0
2e-05,2.53485,0.0006,0.0004,0.0003,9Be,CR39,0.0
2e-05,2.68812,0.0006,0.0005,0.0003,9Be,CR39,0.0
2e-05,2.83353,0.0007,0.0005,0.0003,9Be,CR39,0.0
3e-05,2.97239,0.0007,0.0005,0.0004,9Be,CR39,0.0
3e-05,3.1047,0.0008,0.0005,0.0004,9Be,CR39,0.0
3e-05,3.23177,0.0008,0.0006,0.0004,9Be,CR39,0.0
3e-05,3.3536,0.0008,0.0006,0.0004,9Be,CR39,0.0
4e-05,3.4715,0.0009,0.0006,0.0004,9Be,CR39,0.0
4e-05,3.58547,0.0009,0.0006,0.0004,9Be,CR39,0.0
4e-05,3.80293,0.0009,0.0007,0.0005,9Be,CR39,0.0
5e-05,4.0086,0.001,0.0007,0.0005,9Be,CR39,1e-05
5e-05,4.20379,0.0011,0.0007,0.0005,9Be,CR39,1e-05
6e-05,4.39112,0.0011,0.0008,0.0005,9Be,CR39,1e-05
6e-05,4.56928,0.0012,0.0008,0.0006,9Be,CR39,1e-05
7e-05,4.7422,0.0012,0.0008,0.0006,9Be,CR39,1e-05
8e-05,5.0697,0.0013,0.0009,0.0006,9Be,CR39,1e-05
9e-05,5.37755,0.0014,0.0009,0.0007,9Be,CR39,1e-05
0.0001,5.66837,0.0015,0.001,0.0007,9Be,CR39,1e-05
0.00011,5.94478,0.0016,0.001,0.0007,9Be,CR39,1e-05
0.00012,6.2094,0.0017,0.0011,0.0008,9Be,CR39,1e-05
0.00013,6.46223,0.0018,0.0011,0.0008,9Be,CR39,1e-05
0.00014,6.7072,0.0019,0.0012,0.0009,9Be,CR39,2e-05
0.00015,6.94169,0.002,0.0012,0.0009,9Be,CR39,2e-05
0.00016,7.16963,0.0021,0.0013,0.0009,9Be,CR39,2e-05
0.00017,7.39102,0.0021,0.0013,0.001,9Be,CR39,2e-05
0.00018,7.60455,0.0022,0.0014,0.001,9Be,CR39,2e-05
0.0002,8.01589,0.0024,0.0015,0.0011,9Be,CR39,2e-05
0.00022,8.5019,0.0026,0.0016,0.0011,9Be,CR39,2e-05
0.00025,8.96171,0.0028,0.0017,0.0012,9Be,CR39,3e-05
0.00027,9.39925,0.003,0.0018,0.0013,9Be,CR39,3e-05
0.0003,9.81714,0.0032,0.0019,0.0014,9Be,CR39,3e-05
0.00032,10.218,0.0033,0.002,0.0014,9Be,CR39,4e-05
0.00035,10.60445,0.0035,0.002,0.0015,9Be,CR39,4e-05
0.00037,10.97649,0.0037,0.0021,0.0016,9Be,CR39,4e-05
0.0004,11.33674,0.0039,0.0022,0.0016,9Be,CR39,4e-05
0.00045,12.02449,0.0042,0.0024,0.0018,9Be,CR39,5e-05
0.0005,12.67425,0.0046,0.0026,0.0019,9Be,CR39,6e-05
0.00055,13.2965,0.0049,0.0027,0.002,9Be,CR39,6e-05
0.0006,13.886,0.0053,0.0029,0.0021,9Be,CR39,7e-05
0.00065,14.4493,0.0056,0.0031,0.0022,9Be,CR39,7e-05
0.0007,14.9995,0.006,0.0032,0.0024,9Be,CR39,8e-05
0.0008,16.0344,0.0067,0.0036,0.0026,9Be,CR39,9e-05
0.0009,17.0038,0.0073,0.0039,0.0028,9Be,CR39,0.0001
0.001,17.9208,0.008,0.0042,0.003,9Be,CR39,0.00011
0.0011,18.7985,0.0087,0.0045,0.0033,9Be,CR39,0.00012
0.0012,19.6369,0.0093,0.0048,0.0035,9Be,CR39,0.00013
0.0013,20.436,0.01,0.0051,0.0037,9Be,CR39,0.00014
0.0014,21.2089,0.0106,0.0054,0.0039,9Be,CR39,0.00016
0.0015,21.9556,0.0113,0.0057,0.0041,9Be,CR39,0.00017
0.0016,22.6761,0.012,0.006,0.0043,9Be,CR39,0.00018
0.0017,23.3704,0.0126,0.0063,0.0045,9Be,CR39,0.00019
0.0018,24.0516,0.0133,0.0065,0.0047,9Be,CR39,0.0002
0.002,25.3485,0.0146,0.0071,0.0051,9Be,CR39,0.00022
0.00225,26.8812,0.0163,0.0078,0.0056,9Be,CR39,0.00025
0.0025,28.3353,0.0179,0.0085,0.0061,9Be,CR39,0.00028
0.00275,29.7239,0.0196,0.0092,0.0066,9Be,CR39,0.00031
0.003,31.047,0.0213,0.0098,0.0071,9Be,CR39,0.00033
0.00325,32.3177,0.023,0.0105,0.0075,9Be,CR39,0.00036
0.0035,33.536,0.0247,0.0112,0.008,9Be,CR39,0.00039
0.00375,34.715,0.0264,0.0118,0.0085,9Be,CR39,0.00042
0.004,35.8547,0.0281,0.0125,0.0089,9Be,CR39,0.00044
0.0045,38.0293,0.0316,0.0137,0.0099,9Be,CR39,0.0005
0.005,40.086,0.035,0.015,0.0108,9Be,CR39,0.00055
0.0055,42.0379,0.0385,0.0162,0.0117,9Be,CR39,0.00061
0.006,43.9112,0.0421,0.0174,0.0126,9Be,CR39,0.00067
0.0065,45.7059,0.0456,0.0186,0.0136,9Be,CR39,0.00072
0.007,47.422,0.0492,0.0198,0.0145,9Be,CR39,0.00078
0.008,50.697,0.0563,0.022,0.0163,9Be,CR39,0.00089
0.009,53.7755,0.0635,0.0242,0.0181,9Be,CR39,0.001
0.01,56.6837,0.0707,0.0263,0.0198,9Be,CR39,0.00111
0.011,59.4478,0.078,0.0284,0.0216,9Be,CR39,0.00122
0.012,62.094,0.0852,0.0303,0.0233,9Be,CR39,0.00133
0.013,64.6354,0.0925,0.0322,0.025,9Be,CR39,0.00144
0.014,67.072,0.0997,0.0341,0.0267,9Be,CR39,0.00155
0.015,69.43,0.107,0.0359,0.0284,9Be,CR39,0.00166
0.016,71.6963,0.1142,0.0376,0.03,9Be,CR39,0.00178
0.017,73.9102,0.1214,0.0393,0.0316,9Be,CR39,0.00189
0.018,76.0455,0.1286,0.0409,0.0332,9Be,CR39,0.002
0.02,77.1459,0.1431,0.0441,0.0363,9Be,CR39,0.00222
0.0225,79.4122,0.1614,0.0481,0.0401,9Be,CR39,0.0025
0.025,82.3466,0.1799,0.0518,0.0438,9Be,CR39,0.00277
0.0275,85.6871,0.1983,0.0553,0.0475,9Be,CR39,0.00305
0.03,89.2634,0.2166,0.0587,0.051,9Be,CR39,0.00333
0.0325,92.9707,0.2346,0.0619,0.0544,9Be,CR39,0.00361
0.035,96.7435,0.2524,0.0648,0.0578,9Be,CR39,0.00388
0.0375,100.5425,0.2699,0.0676,0.061,9Be,CR39,0.00416
0.04,104.3153,0.2872,0.0703,0.0641,9Be,CR39,0.00444
0.045,111.7168,0.3208,0.0752,0.07,9Be,CR39,0.00499
0.05,118.8563,0.3533,0.0796,0.0755,9Be,CR39,0.00555
0.055,125.6683,0.3848,0.0835,0.0806,9Be,CR39,0.0061
0.06,132.179,0.4154,0.0871,0.0854,9Be,CR39,0.00666
0.065,138.205,0.4451,0.0904,0.0899,9Be,CR39,0.00721
0.07,144.1,0.474,0.0934,0.0941,9Be,CR39,0.00777
0.08,154.711,0.5298,0.0989,0.1019,9Be,CR39,0.00888
0.09,164.143,0.5832,0.1037,0.1088,9Be,CR39,0.00999
0.1,172.658,0.6346,0.1079,0.1151,9Be,CR39,0.0111
0.11,180.387,0.6844,0.1116,0.1209,9Be,CR39,0.01221
0.12,187.461,0.7328,0.115,0.1262,9Be,CR39,0.01332
0.13,194.011,0.7799,0.1181,0.1312,9Be,CR39,0.01442
0.14,200.168,0.8258,0.1209,0.1358,9Be,CR39,0.01553
0.15,206.063,0.8707,0.1235,0.1401,9Be,CR39,0.01664
0.16,211.827,0.9146,0.1259,0.1442,9Be,CR39,0.01775
0.17,217.329,0.9576,0.1282,0.148,9Be,CR39,0.01886
0.18,222.7,0.9997,0.1303,0.1516,9Be,CR39,0.01997
0.2,233.049,1.08,0.1343,0.1584,9Be,CR39,0.02219
0.225,245.625,1.18,0.1389,0.1659,9Be,CR39,0.02497
0.25,257.677,1.27,0.1428,0.1727,9Be,CR39,0.02774
0.275,269.336,1.36,0.1463,0.1788,9Be,CR39,0.03051
0.3,280.733,1.45,0.1494,0.1843,9Be,CR39,0.03329
0.325,291.737,1.54,0.1522,0.1894,9Be,CR39,0.03606
0.35,302.61,1.62,0.1547,0.1941,9Be,CR39,0.03884
0.375,313.09,1.69,0.157,0.1984,9Be,CR39,0.04161
0.4,323.439,1.77,0.1591,0.2024,9Be,CR39,0.04438
0.45,343.613,1.92,0.1634,0.2096,9Be,CR39,0.04993
0.5,363.001,2.06,0.167,0.2159,9Be,CR39,0.05548
0.55,381.865,2.19,0.1702,0.2215,9Be,CR39,0.06103
0.6,399.943,2.31,0.173,0.2265,9Be,CR39,0.06658
0.65,417.366,2.43,0.1755,0.231,9Be,CR39,0.07212
0.7,434.265,2.55,0.1777,0.2351,9Be,CR39,0.07767
0.8,466.098,2.77,0.1829,0.2423,9Be,CR39,0.08877
0.9,495.442,2.97,0.1872,0.2484,9Be,CR39,0.09986
1.0,522.297,3.17,0.1909,0.2538,9Be,CR39,0.11096
1.1,546.532,3.35,0.1942,0.2585,9Be,CR39,0.12206
1.2,568.409,3.53,0.1971,0.2626,9Be,CR39,0.13315
1.3,587.797,3.7,0.1997,0.2664,9Be,CR39,0.14425
1.4,604.958,3.87,0.2021,0.2699,9Be,CR39,0.15534
1.5,619.892,4.03,0.2043,0.2731,9Be,CR39,0.16644
1.6,632.992,4.19,0.2064,0.276,9Be,CR39,0.17754
1.7,644.127,4.35,0.2083,0.2788,9Be,CR39,0.18863
1.8,653.69,4.5,0.2102,0.2813,9Be,CR39,0.19973
2.0,668.362,4.8,0.2158,0.2861,9Be,CR39,0.22192
2.25,679.89,5.17,0.2234,0.2915,9Be,CR39,0.24966
2.5,685.785,5.53,0.2306,0.2964,9Be,CR39,0.2774
2.75,687.357,5.9,0.2374,0.301,9Be,CR39,0.30514
3.0,685.785,6.26,0.2439,0.3053,9Be,CR39,0.33288
3.25,681.986,6.62,0.2504,0.3093,9Be,CR39,0.36062
3.5,676.484,6.99,0.2567,0.3133,9Be,CR39,0.38836
3.75,669.934,7.36,0.2629,0.317,9Be,CR39,0.4161
4.0,662.467,7.74,0.2691,0.3208,9Be,CR39,0.44384
4.5,645.83,8.5,0.2916,0.328,9Be,CR39,0.49932
5.0,628.145,9.28,0.3135,0.335,9Be,CR39,0.5548
5.5,610.067,10.09,0.3351,0.342,9Be,CR39,0.61028
6.0,591.989,10.92,0.3565,0.3489,9Be,CR39,0.66576
6.5,574.435,11.78,0.3779,0.356,9Be,CR39,0.72124
7.0,557.405,12.66,0.3994,0.363,9Be,CR39,0.77672
8.0,525.31,14.51,0.4797,0.3776,9Be,CR39,0.88769
9.0,496.097,16.46,0.5562,0.3928,9Be,CR39,0.99865
10.0,469.635,18.53,0.6309,0.4087,9Be,CR39,1.10961
11.0,445.662,20.72,0.7048,0.4255,9Be,CR39,1.22057
12.0,423.916,23.02,0.7785,0.4432,9Be,CR39,1.33153
13.0,404.266,25.43,0.8525,0.4619,9Be,CR39,1.44249
14.0,386.188,27.96,0.9269,0.4816,9Be,CR39,1.55345
15.0,369.813,30.61,1.0,0.5023,9Be,CR39,1.66441
16.0,354.748,33.36,1.08,0.524,9Be,CR39,1.77537
17.0,340.862,36.24,1.15,0.5468,9Be,CR39,1.88633
18.0,328.024,39.23,1.23,0.5707,9Be,CR39,1.99729
20.0,309.946,45.5,1.52,0.6214,9Be,CR39,2.21921
22.5,286.497,53.88,1.94,0.6899,9Be,CR39,2.49662
25.0,265.275,62.95,2.33,0.7646,9Be,CR39,2.77402
27.5,247.328,72.71,2.71,0.8455,9Be,CR39,3.05142
30.0,231.739,83.15,3.1,0.9326,9Be,CR39,3.32882
32.5,218.115,94.27,3.48,1.03,9Be,CR39,3.60622
35.0,206.063,106.06,3.86,1.12,9Be,CR39,3.88362
37.5,195.321,118.52,4.25,1.23,9Be,CR39,4.16103
40.0,185.627,131.64,4.65,1.34,9Be,CR39,4.43843
45.0,169.121,159.85,6.14,1.58,9Be,CR39,4.99323
