Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
1e-05,2.70122,0.0004,0.0003,0.0002,16O,CR39,0.0
1e-05,2.83353,0.0005,0.0003,0.0002,16O,CR39,0.0
1e-05,2.95929,0.0005,0.0003,0.0002,16O,CR39,0.0
1e-05,3.07981,0.0005,0.0003,0.0002,16O,CR39,0.0
1e-05,3.1964,0.0005,0.0003,0.0002,16O,CR39,0.0
1e-05,3.30775,0.0005,0.0003,0.0002,16O,CR39,0.0
2e-05,3.41648,0.0005,0.0003,0.0002,16O,CR39,0.0
2e-05,3.52259,0.0005,0.0003,0.0002,16O,CR39,0.0
2e-05,3.62346,0.0006,0.0003,0.0002,16O,CR39,0.0
2e-05,3.81996,0.0006,0.0003,0.0003,16O,CR39,0.0
2e-05,4.05183,0.0006,0.0004,0.0003,16O,CR39,0.0
2e-05,4.2706,0.0007,0.0004,0.0003,16O,CR39,0.0
3e-05,4.47889,0.0007,0.0004,0.0003,16O,CR39,0.0
3e-05,4.67932,0.0007,0.0004,0.0003,16O,CR39,0.0
3e-05,4.86927,0.0007,0.0004,0.0003,16O,CR39,0.0
3e-05,5.05398,0.0008,0.0004,0.0003,16O,CR39,0.0
4e-05,5.23083,0.0008,0.0005,0.0003,16O,CR39,0.0
4e-05,5.40244,0.0008,0.0005,0.0003,16O,CR39,0.0
4e-05,5.72994,0.0009,0.0005,0.0004,16O,CR39,0.0
5e-05,6.04041,0.0009,0.0005,0.0004,16O,CR39,0.0
5e-05,6.33516,0.0009,0.0005,0.0004,16O,CR39,0.0
6e-05,6.61681,0.001,0.0006,0.0004,16O,CR39,0.0
6e-05,6.88667,0.001,0.0006,0.0004,16O,CR39,0.0
7e-05,7.14736,0.0011,0.0006,0.0004,16O,CR39,0.0
8e-05,7.63992,0.0011,0.0006,0.0005,16O,CR39,1e-05
9e-05,8.10366,0.0012,0.0007,0.0005,16O,CR39,1e-05
0.0001,8.54251,0.0013,0.0007,0.0005,16O,CR39,1e-05
0.00011,8.95909,0.0014,0.0007,0.0005,16O,CR39,1e-05
0.00012,9.35733,0.0014,0.0008,0.0006,16O,CR39,1e-05
0.00013,9.73985,0.0015,0.0008,0.0006,16O,CR39,1e-05
0.00014,10.10665,0.0015,0.0008,0.0006,16O,CR39,1e-05
0.00015,10.46166,0.0016,0.0009,0.0006,16O,CR39,1e-05
0.00016,10.80488,0.0017,0.0009,0.0006,16O,CR39,1e-05
0.00017,11.13762,0.0017,0.0009,0.0007,16O,CR39,1e-05
0.00018,11.45988,0.0018,0.0009,0.0007,16O,CR39,1e-05
0.0002,12.08082,0.0019,0.001,0.0007,16O,CR39,1e-05
0.00022,12.81311,0.002,0.0011,0.0008,16O,CR39,1e-05
0.00025,13.5061,0.0021,0.0011,0.0008,16O,CR39,2e-05
0.00027,14.1611,0.0023,0.0012,0.0009,16O,CR39,2e-05
0.0003,14.7899,0.0024,0.0012,0.0009,16O,CR39,2e-05
0.00032,15.4056,0.0025,0.0013,0.0009,16O,CR39,2e-05
0.00035,15.982,0.0026,0.0013,0.001,16O,CR39,2e-05
0.00037,16.5453,0.0027,0.0014,0.001,16O,CR39,2e-05
0.0004,17.0824,0.0029,0.0014,0.001,16O,CR39,3e-05
0.00045,18.1173,0.0031,0.0015,0.0011,16O,CR39,3e-05
0.0005,19.0998,0.0033,0.0016,0.0012,16O,CR39,3e-05
0.00055,20.0299,0.0035,0.0017,0.0013,16O,CR39,3e-05
0.0006,20.9207,0.0037,0.0018,0.0013,16O,CR39,4e-05
0.00065,21.7722,0.0039,0.0019,0.0014,16O,CR39,4e-05
0.0007,22.5975,0.0041,0.0019,0.0014,16O,CR39,4e-05
0.0008,24.1564,0.0045,0.0021,0.0016,16O,CR39,5e-05
0.0009,25.6236,0.0049,0.0023,0.0017,16O,CR39,6e-05
0.001,27.0122,0.0052,0.0024,0.0018,16O,CR39,6e-05
0.0011,28.3353,0.0056,0.0025,0.0019,16O,CR39,7e-05
0.0012,29.5929,0.006,0.0027,0.002,16O,CR39,8e-05
0.0013,30.7981,0.0063,0.0028,0.0021,16O,CR39,8e-05
0.0014,31.964,0.0067,0.003,0.0022,16O,CR39,9e-05
0.0015,33.0906,0.007,0.0031,0.0023,16O,CR39,9e-05
0.0016,34.1648,0.0074,0.0032,0.0024,16O,CR39,0.0001
0.0017,35.2259,0.0077,0.0034,0.0025,16O,CR39,0.00011
0.0018,36.2477,0.008,0.0035,0.0026,16O,CR39,0.00011
0.002,38.1996,0.0087,0.0037,0.0028,16O,CR39,0.00013
0.00225,40.5183,0.0095,0.004,0.003,16O,CR39,0.00014
0.0025,42.706,0.0104,0.0043,0.0032,16O,CR39,0.00016
0.00275,44.802,0.0112,0.0046,0.0034,16O,CR39,0.00017
0.003,46.7932,0.012,0.0049,0.0036,16O,CR39,0.00019
0.00325,48.6927,0.0128,0.0052,0.0038,16O,CR39,0.0002
0.0035,50.5398,0.0136,0.0055,0.004,16O,CR39,0.00022
0.00375,52.3083,0.0144,0.0058,0.0042,16O,CR39,0.00023
0.004,54.0244,0.0152,0.006,0.0044,16O,CR39,0.00025
0.0045,57.2994,0.0168,0.0066,0.0048,16O,CR39,0.00028
0.005,60.4041,0.0183,0.0071,0.0052,16O,CR39,0.00031
0.0055,63.3516,0.0199,0.0076,0.0056,16O,CR39,0.00034
0.006,66.1681,0.0215,0.0081,0.0059,16O,CR39,0.00038
0.0065,68.8667,0.023,0.0086,0.0063,16O,CR39,0.00041
0.007,71.4736,0.0246,0.0091,0.0067,16O,CR39,0.00044
0.008,76.4123,0.0277,0.0101,0.0074,16O,CR39,0.0005
0.009,81.0366,0.0309,0.0111,0.0081,16O,CR39,0.00056
0.01,85.4251,0.034,0.012,0.0088,16O,CR39,0.00063
0.011,89.5909,0.0372,0.0129,0.0094,16O,CR39,0.00069
0.012,93.5864,0.0404,0.0138,0.0101,16O,CR39,0.00075
0.013,97.3985,0.0435,0.0147,0.0108,16O,CR39,0.00081
0.014,101.0796,0.0467,0.0156,0.0114,16O,CR39,0.00088
0.015,104.6297,0.0499,0.0165,0.0121,16O,CR39,0.00094
0.016,108.0619,0.053,0.0173,0.0127,16O,CR39,0.001
0.017,111.3893,0.0562,0.0181,0.0134,16O,CR39,0.00106
0.018,114.6119,0.0594,0.019,0.014,16O,CR39,0.00113
0.02,120.8082,0.0658,0.0206,0.0153,16O,CR39,0.00125
0.0225,128.1442,0.0738,0.0225,0.0169,16O,CR39,0.00141
0.025,135.061,0.0818,0.0244,0.0184,16O,CR39,0.00156
0.0275,141.611,0.0898,0.0261,0.0199,16O,CR39,0.00172
0.03,148.03,0.0978,0.0279,0.0214,16O,CR39,0.00188
0.0325,153.401,0.1058,0.0295,0.0229,16O,CR39,0.00203
0.035,156.676,0.1138,0.0312,0.0243,16O,CR39,0.00219
0.0375,159.951,0.1218,0.0328,0.0258,16O,CR39,0.00234
0.04,163.357,0.1299,0.0343,0.0272,16O,CR39,0.0025
0.045,170.038,0.1461,0.0374,0.03,16O,CR39,0.00281
0.05,176.588,0.1624,0.0403,0.0328,16O,CR39,0.00313
0.055,183.007,0.1786,0.0431,0.0355,16O,CR39,0.00344
0.06,189.295,0.1949,0.0458,0.0381,16O,CR39,0.00375
0.065,195.452,0.211,0.0484,0.0407,16O,CR39,0.00406
0.07,201.216,0.2271,0.0508,0.0432,16O,CR39,0.00438
0.08,212.482,0.259,0.0555,0.0482,16O,CR39,0.005
0.09,222.962,0.2906,0.0598,0.0529,16O,CR39,0.00563
0.1,232.787,0.3217,0.0638,0.0574,16O,CR39,0.00625
0.11,242.088,0.3524,0.0675,0.0618,16O,CR39,0.00688
0.12,250.865,0.3827,0.071,0.0659,16O,CR39,0.0075
0.13,259.118,0.4126,0.0742,0.0699,16O,CR39,0.00813
0.14,266.847,0.4421,0.0773,0.0738,16O,CR39,0.00875
0.15,274.314,0.4712,0.0802,0.0774,16O,CR39,0.00938
0.16,281.388,0.5,0.0829,0.081,16O,CR39,0.01
0.17,288.069,0.5284,0.0855,0.0845,16O,CR39,0.01063
0.18,294.619,0.5565,0.088,0.0878,16O,CR39,0.01125
0.2,306.933,0.6118,0.0927,0.0941,16O,CR39,0.0125
0.225,321.474,0.6792,0.0982,0.1015,16O,CR39,0.01406
