Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
1e-05,1.5982,0.0005,0.0004,0.0003,4He,CR39,0.0
1e-05,1.6768,0.0005,0.0004,0.0003,4He,CR39,0.0
1e-05,1.75016,0.0005,0.0005,0.0003,4He,CR39,0.0
1e-05,1.82221,0.0005,0.0005,0.0004,4He,CR39,0.0
1e-05,1.89033,0.0006,0.0005,0.0004,4He,CR39,0.0
1e-05,1.95714,0.0006,0.0005,0.0004,4He,CR39,0.0
2e-05,2.02133,0.0006,0.0005,0.0004,4He,CR39,0.0
2e-05,2.08421,0.0006,0.0006,0.0004,4He,CR39,0.0
2e-05,2.14447,0.0007,0.0006,0.0004,4He,CR39,0.0
2e-05,2.25975,0.0007,0.0006,0.0004,4He,CR39,0.0
2e-05,2.3973,0.0008,0.0007,0.0005,4He,CR39,0.0
2e-05,2.52699,0.0008,0.0007,0.0005,4He,CR39,0.0
3e-05,2.65013,0.0009,0.0007,0.0005,4He,CR39,1e-05
3e-05,2.76803,0.0009,0.0008,0.0006,4He,CR39,1e-05
3e-05,2.88069,0.001,0.0008,0.0006,4He,CR39,1e-05
3e-05,2.98942,0.001,0.0008,0.0006,4He,CR39,1e-05
4e-05,3.09422,0.001,0.0009,0.0006,4He,CR39,1e-05
4e-05,3.1964,0.0011,0.0009,0.0007,4He,CR39,1e-05
4e-05,3.39028,0.0012,0.001,0.0007,4He,CR39,1e-05
5e-05,3.57368,0.0013,0.001,0.0008,4He,CR39,1e-05
5e-05,3.74791,0.0014,0.0011,0.0008,4He,CR39,1e-05
6e-05,3.91428,0.0014,0.0012,0.0008,4He,CR39,1e-05
6e-05,4.0741,0.0015,0.0012,0.0009,4He,CR39,1e-05
7e-05,4.22868,0.0016,0.0013,0.0009,4He,CR39,2e-05
8e-05,4.52081,0.0018,0.0014,0.001,4He,CR39,2e-05
9e-05,4.7946,0.0019,0.0015,0.0011,4He,CR39,2e-05
0.0001,5.05398,0.0021,0.0016,0.0012,4He,CR39,2e-05
0.00011,5.30026,0.0022,0.0017,0.0013,4He,CR39,3e-05
0.00012,5.53606,0.0024,0.0018,0.0013,4He,CR39,3e-05
0.00013,5.76269,0.0025,0.0019,0.0014,4He,CR39,3e-05
0.00014,5.98015,0.0027,0.002,0.0015,4He,CR39,3e-05
0.00015,6.18975,0.0028,0.0021,0.0015,4He,CR39,4e-05
0.00016,6.3928,0.003,0.0022,0.0016,4He,CR39,4e-05
0.00017,6.5893,0.0031,0.0023,0.0017,4He,CR39,4e-05
0.00018,6.78056,0.0032,0.0024,0.0018,4He,CR39,4e-05
0.0002,7.14736,0.0035,0.0026,0.0019,4He,CR39,5e-05
0.00022,7.58097,0.0039,0.0028,0.0021,4He,CR39,5e-05
0.00025,7.991,0.0042,0.003,0.0022,4He,CR39,6e-05
0.00027,8.38138,0.0046,0.0032,0.0024,4He,CR39,7e-05
0.0003,8.75342,0.0049,0.0034,0.0026,4He,CR39,7e-05
0.00032,9.11105,0.0053,0.0037,0.0027,4He,CR39,8e-05
0.00035,9.45558,0.0056,0.0039,0.0029,4He,CR39,9e-05
0.00037,9.78701,0.006,0.0041,0.003,4He,CR39,9e-05
0.0004,10.10796,0.0063,0.0043,0.0032,4He,CR39,0.0001
0.00045,10.72104,0.007,0.0047,0.0035,4He,CR39,0.00011
0.0005,11.30137,0.0077,0.0051,0.0038,4He,CR39,0.00012
0.00055,11.85288,0.0084,0.0055,0.0041,4He,CR39,0.00014
0.0006,12.3795,0.0091,0.0059,0.0044,4He,CR39,0.00015
0.00065,12.88516,0.0097,0.0063,0.0047,4He,CR39,0.00016
0.0007,13.3751,0.0104,0.0067,0.005,4He,CR39,0.00017
0.0008,14.2921,0.0118,0.0074,0.0055,4He,CR39,0.0002
0.0009,15.1567,0.0132,0.0082,0.0061,4He,CR39,0.00022
0.001,15.982,0.0146,0.0089,0.0067,4He,CR39,0.00025
0.0011,16.768,0.0161,0.0096,0.0072,4He,CR39,0.00027
0.0012,17.5016,0.0175,0.0103,0.0078,4He,CR39,0.0003
0.0013,18.2221,0.0189,0.011,0.0083,4He,CR39,0.00032
0.0014,18.9164,0.0203,0.0117,0.0089,4He,CR39,0.00035
0.0015,19.5714,0.0218,0.0124,0.0094,4He,CR39,0.00037
0.0016,20.2133,0.0232,0.0131,0.0099,4He,CR39,0.0004
0.0017,20.8421,0.0247,0.0138,0.0105,4He,CR39,0.00042
0.0018,21.4447,0.0261,0.0144,0.011,4He,CR39,0.00045
0.002,22.5975,0.0291,0.0157,0.012,4He,CR39,0.0005
0.00225,23.973,0.0327,0.0173,0.0133,4He,CR39,0.00056
0.0025,25.2699,0.0364,0.0188,0.0146,4He,CR39,0.00062
0.00275,26.5013,0.0401,0.0203,0.0159,4He,CR39,0.00069
0.003,27.6803,0.0438,0.0217,0.0171,4He,CR39,0.00075
0.00325,28.8069,0.0476,0.0231,0.0183,4He,CR39,0.00081
0.0035,29.9073,0.0513,0.0245,0.0195,4He,CR39,0.00087
0.00375,30.9553,0.055,0.0258,0.0207,4He,CR39,0.00094
0.004,31.964,0.0587,0.0271,0.0218,4He,CR39,0.001
0.0045,33.9028,0.0661,0.0295,0.0241,4He,CR39,0.00112
0.005,35.7368,0.0734,0.0319,0.0263,4He,CR39,0.00125
0.0055,37.4791,0.0807,0.0341,0.0284,4He,CR39,0.00137
0.006,39.1559,0.088,0.0362,0.0304,4He,CR39,0.0015
0.0065,40.7541,0.0952,0.0382,0.0324,4He,CR39,0.00162
0.007,42.2868,0.1024,0.0401,0.0344,4He,CR39,0.00175
0.008,45.2081,0.1165,0.0436,0.038,4He,CR39,0.002
0.009,47.9722,0.1303,0.0469,0.0415,4He,CR39,0.00225
0.01,50.6053,0.144,0.0499,0.0448,4He,CR39,0.0025
0.011,53.1074,0.1573,0.0527,0.0479,4He,CR39,0.00275
0.012,55.5047,0.1704,0.0552,0.0509,4He,CR39,0.003
0.013,57.8103,0.1833,0.0576,0.0536,4He,CR39,0.00325
0.014,60.0242,0.1959,0.0598,0.0563,4He,CR39,0.0035
0.015,62.1726,0.2083,0.0619,0.0589,4He,CR39,0.00375
0.016,64.2424,0.2205,0.0639,0.0613,4He,CR39,0.004
0.017,66.2467,0.2325,0.0657,0.0636,4He,CR39,0.00425
0.018,68.1986,0.2443,0.0675,0.0658,4He,CR39,0.0045
0.02,71.9452,0.2673,0.0707,0.07,4He,CR39,0.005
0.0225,76.3599,0.2951,0.0743,0.0748,4He,CR39,0.00562
0.025,80.4995,0.3219,0.0775,0.0792,4He,CR39,0.00625
0.0275,84.4033,0.3478,0.0803,0.0832,4He,CR39,0.00687
0.03,88.0975,0.373,0.0829,0.0869,4He,CR39,0.0075
0.0325,91.5952,0.3974,0.0852,0.0904,4He,CR39,0.00812
0.035,94.9095,0.4212,0.0873,0.0936,4He,CR39,0.00874
0.0375,98.0666,0.4444,0.0893,0.0966,4He,CR39,0.00937
0.04,101.0665,0.467,0.0911,0.0995,4He,CR39,0.00999
0.045,106.6602,0.5109,0.0944,0.1047,4He,CR39,0.01124
0.05,111.8085,0.5531,0.0974,0.1095,4He,CR39,0.01249
0.055,116.6031,0.5938,0.1,0.1138,4He,CR39,0.01374
0.06,121.1226,0.6331,0.1023,0.1177,4He,CR39,0.01499
0.065,125.4456,0.6713,0.1044,0.1213,4He,CR39,0.01624
0.07,129.5983,0.7085,0.1063,0.1247,4He,CR39,0.01749
0.08,137.55,0.7799,0.1098,0.1308,4He,CR39,0.01999
0.09,145.148,0.8478,0.1129,0.1361,4He,CR39,0.02249
0.1,152.222,0.9128,0.1155,0.1409,4He,CR39,0.02498
0.11,159.034,0.9751,0.1178,0.1452,4He,CR39,0.02748
0.12,165.584,1.04,0.1199,0.1491,4He,CR39,0.02998
0.13,171.741,1.09,0.1217,0.1527,4He,CR39,0.03248
0.14,177.636,1.15,0.1234,0.1559,4He,CR39,0.03498
0.15,183.269,1.2,0.1249,0.1589,4He,CR39,0.03748
0.16,188.509,1.26,0.1263,0.1618,4He,CR39,0.03997
0.17,193.618,1.31,0.1276,0.1644,4He,CR39,0.04247
0.18,198.465,1.36,0.1287,0.1668,4He,CR39,0.04497
0.2,207.373,1.46,0.1312,0.1713,4He,CR39,0.04997
0.225,217.329,1.57,0.1342,0.1763,4He,CR39,0.05621
0.25,226.237,1.68,0.1367,0.1807,4He,CR39,0.06246
0.275,234.097,1.79,0.139,0.1847,4He,CR39,0.06871
0.3,240.909,1.9,0.1411,0.1883,4He,CR39,0.07495
0.325,246.935,2.0,0.1429,0.1917,4He,CR39,0.0812
0.35,252.175,2.1,0.1447,0.1948,4He,CR39,0.08744
0.375,256.629,2.2,0.1463,0.1976,4He,CR39,0.09369
0.4,260.559,2.29,0.1479,0.2004,4He,CR39,0.09994
0.45,266.585,2.48,0.1519,0.2054,4He,CR39,0.11243
0.5,270.646,2.67,0.1556,0.2099,4He,CR39,0.12492
0.55,273.135,2.85,0.1591,0.2142,4He,CR39,0.13741
0.6,274.314,3.04,0.1624,0.2181,4He,CR39,0.1499
0.65,274.445,3.22,0.1656,0.2219,4He,CR39,0.16239
0.7,273.659,3.4,0.1686,0.2255,4He,CR39,0.17489
0.8,270.253,3.77,0.1785,0.2324,4He,CR39,0.19987
0.9,265.275,4.15,0.188,0.239,4He,CR39,0.22485
1.0,259.249,4.53,0.1974,0.2454,4He,CR39,0.24984
1.1,252.961,4.92,0.2067,0.2517,4He,CR39,0.27482
1.2,246.411,5.32,0.216,0.2579,4He,CR39,0.29981
1.3,239.992,5.74,0.2253,0.2641,4He,CR39,0.32479
1.4,233.704,6.16,0.2348,0.2704,4He,CR39,0.34977
1.5,227.547,6.6,0.2443,0.2767,4He,CR39,0.37476
1.6,221.652,7.05,0.2539,0.2831,4He,CR39,0.39974
1.7,216.019,7.51,0.2637,0.2896,4He,CR39,0.42472
1.8,210.648,7.98,0.2736,0.2962,4He,CR39,0.44971
2.0,200.561,8.96,0.3095,0.3097,4He,CR39,0.49968
2.25,189.033,10.25,0.3629,0.3274,4He,CR39,0.56213
2.5,178.684,11.62,0.4148,0.3461,4He,CR39,0.62459
2.75,169.252,13.06,0.4659,0.3658,4He,CR39,0.68705
3.0,160.737,14.59,0.5168,0.3866,4He,CR39,0.74951
3.25,153.139,16.19,0.5679,0.4085,4He,CR39,0.81197
3.5,146.065,17.88,0.6194,0.4315,4He,CR39,0.87443
3.75,139.777,19.64,0.6713,0.4557,4He,CR39,0.93689
4.0,133.882,21.48,0.7237,0.481,4He,CR39,0.99935
4.5,123.6509,25.39,0.9179,0.5351,4He,CR39,1.12427
5.0,114.9394,29.61,1.1,0.5939,4He,CR39,1.24919
5.5,107.4462,34.14,1.28,0.6571,4He,CR39,1.37411
6.0,100.9355,38.98,1.46,0.7248,4He,CR39,1.49903
6.5,95.2108,44.11,1.64,0.7969,4He,CR39,1.62394
7.0,90.1411,49.54,1.82,0.8733,4He,CR39,1.74886
8.0,81.5737,61.29,2.48,1.04,4He,CR39,1.9987
9.0,75.7835,74.1,3.08,1.22,4He,CR39,2.24854
10.0,70.0588,87.92,3.67,1.41,4He,CR39,2.49838
11.0,65.0677,102.83,4.25,1.62,4He,CR39,2.74821
12.0,60.7971,118.85,4.83,1.84,4He,CR39,2.99805
13.0,57.116,135.93,5.42,2.08,4He,CR39,3.24789
14.0,53.9065,154.08,6.02,2.33,4He,CR39,3.49773
15.0,51.0638,173.28,6.62,2.6,4He,CR39,3.74756
16.0,48.5355,193.51,7.24,2.87,4He,CR39,3.9974
17.0,46.2692,214.76,7.86,3.17,4He,CR39,4.24724
18.0,44.2256,237.02,8.5,3.47,4He,CR39,4.49708
20.0,40.6755,284.51,10.88,4.12,4He,CR39,4.99675
22.5,37.0337,349.38,14.29,5.0,4He,CR39,5.62135
25.0,34.0469,420.29,17.52,5.96,4He,CR39,6.24594
27.5,31.5448,497.12,20.69,6.99,4He,CR39,6.87053
30.0,29.4095,579.78,23.84,8.1,4He,CR39,7.49513
32.5,27.5755,668.2,27.0,9.28,4He,CR39,8.11972
35.0,25.9773,762.29,30.18,10.53,4He,CR39,8.74432
37.5,24.5625,861.98,33.41,11.85,4He,CR39,9.36891
40.0,23.3049,967.21,36.67,13.24,4He,CR39,9.9935
45.0,21.1827,1190.0,48.89,16.23,4He,CR39,11.24269
50.0,19.4404,1440.0,60.38,19.49,4He,CR39,12.49188
55.0,17.9863,1710.0,71.6,23.01,4He,CR39,13.74107
60.0,16.7549,2000.0,82.75,26.78,4He,CR39,14.99026
65.0,15.6938,2310.0,93.93,30.81,4He,CR39,16.23944
70.0,14.7637,2640.0,105.2,35.08,4He,CR39,17.48863
80.0,13.2441,3360.0,146.94,44.36,4He,CR39,19.98701
90.0,12.0258,4160.0,185.83,54.59,4He,CR39,22.48538
100.0,11.03413,5040.0,223.79,65.74,4He,CR39,24.98376
110.0,10.20883,5990.0,261.57,77.79,4He,CR39,27.48214
120.0,9.5106,7010.0,299.54,90.72,4He,CR39,29.98051
130.0,8.91062,8100.0,337.88,104.5,4He,CR39,32.47889
140.0,8.39186,9270.0,376.69,119.12,4He,CR39,34.97726
150.0,7.93598,10500.0,416.02,134.56,4He,CR39,37.47564
160.0,7.5325,11800.0,455.9,150.81,4He,CR39,39.97402
170.0,7.17356,13170.0,496.35,167.85,4He,CR39,42.47239
180.0,6.85261,14610.0,537.36,185.67,4He,CR39,44.97077
200.0,6.29848,17680.0,692.55,223.59,4He,CR39,49.96752
225.0,5.73649,21870.0,913.97,275.12,4He,CR39,56.21346
250.0,5.2793,26440.0,1120.0,331.07,4He,CR39,62.4594
275.0,4.8994,31400.0,1330.0,391.26,4He,CR39,68.70534
300.0,4.57976,36710.0,1530.0,455.53,4He,CR39,74.95128
