Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
0.0035,26.51,0.0252,0.0109,0.0079,11B,water,0.00032
0.00375,27.44,0.0269,0.0116,0.0083,11B,water,0.00035
0.004,28.34,0.0286,0.0122,0.0088,11B,water,0.00037
0.0045,30.06,0.0319,0.0134,0.0096,11B,water,0.00042
0.005,31.69,0.0353,0.0146,0.0105,11B,water,0.00046
0.0055,33.23,0.0387,0.0158,0.0114,11B,water,0.00051
0.006,34.71,0.0421,0.017,0.0122,11B,water,0.00055
0.0065,36.13,0.0455,0.0182,0.0131,11B,water,0.0006
0.007,37.49,0.049,0.0194,0.0139,11B,water,0.00065
0.008,40.08,0.0559,0.0216,0.0156,11B,water,0.00074
0.009,42.51,0.063,0.0239,0.0173,11B,water,0.00083
0.01,44.81,0.0701,0.0261,0.019,11B,water,0.00092
0.011,47.0,0.0772,0.0282,0.0206,11B,water,0.00102
0.012,49.09,0.0844,0.0303,0.0223,11B,water,0.00111
0.013,51.1,0.0916,0.0324,0.0239,11B,water,0.0012
0.014,53.03,0.0988,0.0344,0.0256,11B,water,0.00129
0.015,54.89,0.1061,0.0363,0.0272,11B,water,0.00139
0.016,56.69,0.1133,0.0383,0.0289,11B,water,0.00148
0.017,58.43,0.1206,0.0401,0.0305,11B,water,0.00157
0.018,60.13,0.1279,0.042,0.0321,11B,water,0.00166
0.02,63.38,0.1426,0.0456,0.0353,11B,water,0.00185
0.0225,67.18,0.1608,0.0499,0.0392,11B,water,0.00208
0.025,70.86,0.1791,0.054,0.043,11B,water,0.00231
0.0275,74.6,0.1972,0.0578,0.0467,11B,water,0.00254
0.03,78.24,0.2152,0.0615,0.0504,11B,water,0.00277
0.0325,81.7,0.2331,0.065,0.0539,11B,water,0.00301
0.035,84.94,0.2508,0.0684,0.0574,11B,water,0.00324
0.0375,87.98,0.2684,0.0716,0.0608,11B,water,0.00347
0.04,90.82,0.2858,0.0746,0.0641,11B,water,0.0037
0.045,95.96,0.3204,0.0804,0.0704,11B,water,0.00416
0.05,100.5,0.3545,0.0858,0.0765,11B,water,0.00462
0.055,104.6,0.3881,0.0908,0.0823,11B,water,0.00509
0.06,108.3,0.4215,0.0955,0.0878,11B,water,0.00555
0.065,111.8,0.4545,0.1,0.0931,11B,water,0.00601
0.07,115.0,0.4871,0.1042,0.0983,11B,water,0.00647
0.08,121.0,0.5515,0.1121,0.108,11B,water,0.0074
0.09,126.6,0.6146,0.1193,0.1171,11B,water,0.00832
0.1,131.8,0.6765,0.1259,0.1256,11B,water,0.00925
0.11,136.9,0.7372,0.1319,0.1336,11B,water,0.01017
0.12,141.8,0.7967,0.1374,0.1412,11B,water,0.0111
0.13,146.7,0.855,0.1425,0.1484,11B,water,0.01202
0.14,151.4,0.9121,0.1473,0.1552,11B,water,0.01295
0.15,156.2,0.9681,0.1517,0.1616,11B,water,0.01387
0.16,160.8,1.02,0.1558,0.1678,11B,water,0.0148
0.17,165.4,1.08,0.1596,0.1736,11B,water,0.01572
0.18,170.0,1.13,0.1632,0.1792,11B,water,0.01665
0.2,179.0,1.23,0.17,0.1895,11B,water,0.0185
0.225,190.1,1.35,0.1776,0.2013,11B,water,0.02081
0.25,200.9,1.47,0.1842,0.2119,11B,water,0.02312
0.275,211.5,1.58,0.19,0.2214,11B,water,0.02544
0.3,221.8,1.69,0.1951,0.2301,11B,water,0.02775
0.325,232.0,1.79,0.1997,0.2381,11B,water,0.03006
0.35,241.9,1.89,0.2038,0.2454,11B,water,0.03237
0.375,251.5,1.99,0.2075,0.2522,11B,water,0.03469
0.4,261.0,2.08,0.2108,0.2584,11B,water,0.037
0.45,279.3,2.26,0.2174,0.2696,11B,water,0.04162
0.5,296.9,2.43,0.223,0.2794,11B,water,0.04625
0.55,313.9,2.58,0.2278,0.2881,11B,water,0.05087
0.6,330.2,2.73,0.232,0.2959,11B,water,0.0555
0.65,346.1,2.88,0.2356,0.3028,11B,water,0.06012
0.7,361.4,3.02,0.2389,0.3091,11B,water,0.06475
0.8,390.7,3.28,0.2459,0.3201,11B,water,0.074
0.9,418.3,3.52,0.2516,0.3294,11B,water,0.08325
1.0,444.4,3.75,0.2565,0.3374,11B,water,0.0925
1.1,468.8,3.96,0.2606,0.3444,11B,water,0.10175
1.2,491.6,4.17,0.2643,0.3506,11B,water,0.111
1.3,512.9,4.36,0.2676,0.3562,11B,water,0.12025
1.4,532.7,4.55,0.2705,0.3612,11B,water,0.1295
1.5,550.9,4.74,0.2731,0.3658,11B,water,0.13875
1.6,567.6,4.91,0.2756,0.3699,11B,water,0.148
1.7,582.9,5.09,0.2778,0.3738,11B,water,0.15725
