Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
3.25,1388.6,4.12,0.1953,0.2554,16O,CR39,0.20313
3.5,1421.35,4.3,0.1977,0.2583,16O,CR39,0.21876
3.75,1448.86,4.47,0.2,0.2611,16O,CR39,0.23438
4.0,1471.13,4.64,0.2021,0.2636,16O,CR39,0.25001
4.5,1505.19,4.97,0.2088,0.2683,16O,CR39,0.28126
5.0,1528.77,5.3,0.215,0.2724,16O,CR39,0.31251
5.5,1543.18,5.63,0.2208,0.2763,16O,CR39,0.34376
6.0,1551.04,5.95,0.2264,0.2798,16O,CR39,0.37501
6.5,1553.66,6.27,0.2317,0.2832,16O,CR39,0.40627
7.0,1553.66,6.59,0.2369,0.2863,16O,CR39,0.43752
8.0,1543.18,7.23,0.2552,0.2923,16O,CR39,0.50002
9.0,1526.15,7.88,0.2725,0.2979,16O,CR39,0.56252
10.0,1505.19,8.54,0.2891,0.3032,16O,CR39,0.62502
11.0,1480.3,9.21,0.3053,0.3083,16O,CR39,0.68753
12.0,1452.79,9.89,0.3211,0.3133,16O,CR39,0.75003
13.0,1425.28,10.59,0.3368,0.3183,16O,CR39,0.81253
14.0,1397.77,11.29,0.3523,0.3232,16O,CR39,0.87503
15.0,1370.26,12.01,0.3677,0.328,16O,CR39,0.93754
16.0,1344.06,12.75,0.3831,0.3329,16O,CR39,1.00004
17.0,1316.55,13.5,0.3984,0.3378,16O,CR39,1.06254
18.0,1291.529,14.27,0.4138,0.3427,16O,CR39,1.12504
20.0,1242.535,15.84,0.4717,0.3527,16O,CR39,1.25005
22.5,1185.812,17.9,0.5561,0.3655,16O,CR39,1.4063
25.0,1134.067,20.06,0.6359,0.3787,16O,CR39,1.56256
27.5,1086.645,22.31,0.7128,0.3925,16O,CR39,1.71881
30.0,1043.284,24.65,0.788,0.4068,16O,CR39,1.87507
32.5,1006.342,27.09,0.8618,0.4216,16O,CR39,2.03133
35.0,980.404,29.61,0.934,0.437,16O,CR39,2.18758
37.5,951.06,32.19,1.0,0.4528,16O,CR39,2.34384
40.0,919.227,34.86,1.08,0.4691,16O,CR39,2.50009
45.0,861.325,40.48,1.34,0.5036,16O,CR39,2.81261
50.0,811.283,46.46,1.59,0.5404,16O,CR39,3.12512
55.0,767.529,52.79,1.83,0.5796,16O,CR39,3.43763
