 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Dezember 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Beryllium in  H- C- O

 Ion = Beryllium [4] , Mass = 9.012 amu

 Target Density =  1.3100E+00 g/cm3 = 1.0642E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -3.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
44.9999 eV    2.816E-02  3.197E-01       9 A         7 A         5 A   
49.9999 eV    2.968E-02  3.324E-01      10 A         7 A         5 A   
54.9999 eV    3.113E-02  3.441E-01      11 A         7 A         5 A   
59.9999 eV    3.251E-02  3.548E-01      11 A         8 A         5 A   
64.9999 eV    3.384E-02  3.648E-01      12 A         8 A         6 A   
69.9999 eV    3.512E-02  3.741E-01      12 A         8 A         6 A   
79.9999 eV    3.754E-02  3.909E-01      13 A         9 A         6 A   
89.9999 eV    3.982E-02  4.059E-01      14 A         9 A         7 A   
99.9999 eV    4.197E-02  4.193E-01      15 A        10 A         7 A   
    110 eV    4.402E-02  4.314E-01      16 A        10 A         7 A   
    120 eV    4.598E-02  4.425E-01      17 A        11 A         8 A   
    130 eV    4.786E-02  4.526E-01      18 A        11 A         8 A   
139.999 eV    4.967E-02  4.619E-01      19 A        12 A         9 A   
149.999 eV    5.141E-02  4.706E-01      20 A        12 A         9 A   
159.999 eV    5.309E-02  4.786E-01      21 A        13 A         9 A   
169.999 eV    5.473E-02  4.860E-01      21 A        13 A        10 A   
179.999 eV    5.631E-02  4.930E-01      22 A        14 A        10 A   
199.999 eV    5.936E-02  5.056E-01      24 A        15 A        11 A   
224.999 eV    6.296E-02  5.195E-01      26 A        16 A        11 A   
249.999 eV    6.637E-02  5.315E-01      28 A        17 A        12 A   
274.999 eV    6.961E-02  5.420E-01      30 A        18 A        13 A   
299.999 eV    7.270E-02  5.513E-01      32 A        19 A        14 A   
324.999 eV    7.567E-02  5.596E-01      33 A        20 A        14 A   
349.999 eV    7.853E-02  5.670E-01      35 A        21 A        15 A   
374.999 eV    8.128E-02  5.736E-01      37 A        21 A        16 A   
399.999 eV    8.395E-02  5.796E-01      39 A        22 A        16 A   
449.999 eV    8.904E-02  5.899E-01      43 A        24 A        18 A   
499.999 eV    9.386E-02  5.983E-01      46 A        26 A        19 A   
549.999 eV    9.844E-02  6.053E-01      50 A        28 A        20 A   
599.999 eV    1.028E-01  6.112E-01      53 A        29 A        21 A   
649.999 eV    1.070E-01  6.160E-01      56 A        31 A        23 A   
699.999 eV    1.111E-01  6.201E-01      60 A        33 A        24 A   
799.999 eV    1.187E-01  6.262E-01      67 A        36 A        26 A   
899.999 eV    1.259E-01  6.302E-01      73 A        39 A        28 A   
999.999 eV    1.327E-01  6.327E-01      80 A        42 A        31 A   
   1.10 keV   1.392E-01  6.340E-01      87 A        45 A        33 A   
   1.20 keV   1.454E-01  6.344E-01      93 A        48 A        35 A   
   1.30 keV   1.513E-01  6.341E-01     100 A        51 A        37 A   
   1.40 keV   1.571E-01  6.332E-01     107 A        54 A        39 A   
   1.50 keV   1.626E-01  6.318E-01     113 A        57 A        41 A   
   1.60 keV   1.679E-01  6.300E-01     120 A        60 A        43 A   
   1.70 keV   1.731E-01  6.279E-01     127 A        63 A        45 A   
   1.80 keV   1.781E-01  6.256E-01     133 A        66 A        47 A   
   2.00 keV   1.877E-01  6.203E-01     147 A        71 A        51 A   
   2.25 keV   1.991E-01  6.130E-01     163 A        79 A        56 A   
   2.50 keV   2.099E-01  6.051E-01     180 A        85 A        61 A   
   2.75 keV   2.201E-01  5.970E-01     197 A        92 A        66 A   
   3.00 keV   2.299E-01  5.888E-01     214 A        99 A        71 A   
   3.25 keV   2.393E-01  5.806E-01     231 A       106 A        76 A   
   3.50 keV   2.483E-01  5.724E-01     248 A       113 A        81 A   
   3.75 keV   2.570E-01  5.643E-01     265 A       119 A        85 A   
   4.00 keV   2.655E-01  5.564E-01     283 A       126 A        90 A   
   4.50 keV   2.816E-01  5.411E-01     317 A       139 A        99 A   
   5.00 keV   2.968E-01  5.265E-01     353 A       151 A       109 A   
   5.50 keV   3.113E-01  5.127E-01     388 A       164 A       118 A   
   6.00 keV   3.251E-01  4.995E-01     423 A       176 A       128 A   
   6.50 keV   3.384E-01  4.871E-01     459 A       188 A       137 A   
   7.00 keV   3.512E-01  4.754E-01     495 A       200 A       146 A   
   8.00 keV   3.755E-01  4.537E-01     568 A       223 A       164 A   
   9.00 keV   3.982E-01  4.342E-01     641 A       245 A       183 A   
  10.00 keV   4.198E-01  4.165E-01     714 A       267 A       201 A   
  11.00 keV   4.403E-01  4.005E-01     787 A       288 A       219 A   
  12.00 keV   4.598E-01  3.858E-01     861 A       308 A       236 A   
  13.00 keV   4.786E-01  3.724E-01     934 A       327 A       254 A   
  14.00 keV   4.967E-01  3.600E-01    1008 A       346 A       271 A   
  15.00 keV   5.141E-01  3.485E-01    1082 A       365 A       288 A   
  16.00 keV   5.310E-01  3.379E-01    1155 A       383 A       304 A   
  17.00 keV   5.473E-01  3.280E-01    1228 A       400 A       321 A   
  18.00 keV   5.632E-01  3.188E-01    1301 A       417 A       337 A   
  20.00 keV   5.713E-01  3.021E-01    1449 A       450 A       369 A   
  22.50 keV   5.881E-01  2.839E-01    1636 A       490 A       408 A   
  25.00 keV   6.098E-01  2.681E-01    1824 A       528 A       446 A   
  27.50 keV   6.346E-01  2.542E-01    2012 A       565 A       483 A   
  30.00 keV   6.610E-01  2.419E-01    2198 A       600 A       520 A   
  32.50 keV   6.885E-01  2.309E-01    2382 A       632 A       555 A   
  35.00 keV   7.165E-01  2.210E-01    2564 A       663 A       590 A   
  37.50 keV   7.446E-01  2.121E-01    2743 A       692 A       623 A   
  40.00 keV   7.725E-01  2.039E-01    2919 A       720 A       655 A   
  45.00 keV   8.274E-01  1.896E-01    3263 A       770 A       716 A   
  50.00 keV   8.802E-01  1.774E-01    3596 A       816 A       773 A   
  55.00 keV   9.307E-01  1.669E-01    3919 A       857 A       826 A   
  60.00 keV   9.786E-01  1.578E-01    4232 A       895 A       876 A   
  65.00 keV   1.024E+00  1.497E-01    4536 A       929 A       922 A   
  70.00 keV   1.067E+00  1.425E-01    4833 A       960 A       966 A   
  80.00 keV   1.146E+00  1.302E-01    5405 A      1017 A      1046 A   
  90.00 keV   1.216E+00  1.201E-01    5953 A      1067 A      1119 A   
 100.00 keV   1.279E+00  1.116E-01    6482 A      1111 A      1184 A   
 110.00 keV   1.336E+00  1.044E-01    6993 A      1150 A      1244 A   
 120.00 keV   1.388E+00  9.811E-02    7490 A      1185 A      1300 A   
 130.00 keV   1.437E+00  9.265E-02    7974 A      1218 A      1351 A   
 140.00 keV   1.483E+00  8.782E-02    8446 A      1247 A      1399 A   
 150.00 keV   1.526E+00  8.353E-02    8907 A      1275 A      1444 A   
 160.00 keV   1.568E+00  7.968E-02    9359 A      1300 A      1487 A   
 170.00 keV   1.609E+00  7.620E-02    9801 A      1324 A      1527 A   
 180.00 keV   1.649E+00  7.305E-02    1.02 um     1346 A      1565 A   
 200.00 keV   1.726E+00  6.754E-02    1.11 um     1388 A      1635 A   
 225.00 keV   1.819E+00  6.183E-02    1.21 um     1435 A      1714 A   
 250.00 keV   1.908E+00  5.709E-02    1.31 um     1477 A      1785 A   
 275.00 keV   1.995E+00  5.308E-02    1.40 um     1513 A      1848 A   
 300.00 keV   2.079E+00  4.965E-02    1.49 um     1546 A      1906 A   
 325.00 keV   2.161E+00  4.668E-02    1.57 um     1575 A      1960 A   
 350.00 keV   2.242E+00  4.407E-02    1.66 um     1601 A      2008 A   
 375.00 keV   2.320E+00  4.177E-02    1.74 um     1625 A      2053 A   
 400.00 keV   2.397E+00  3.971E-02    1.82 um     1646 A      2095 A   
 450.00 keV   2.546E+00  3.620E-02    1.97 um     1691 A      2171 A   
 500.00 keV   2.690E+00  3.330E-02    2.11 um     1730 A      2237 A   
 550.00 keV   2.830E+00  3.087E-02    2.24 um     1763 A      2295 A   
 600.00 keV   2.964E+00  2.880E-02    2.37 um     1792 A      2348 A   
 650.00 keV   3.094E+00  2.701E-02    2.50 um     1818 A      2395 A   
 700.00 keV   3.219E+00  2.544E-02    2.62 um     1841 A      2438 A   
 800.00 keV   3.456E+00  2.284E-02    2.84 um     1895 A      2513 A   
 900.00 keV   3.675E+00  2.075E-02    3.05 um     1939 A      2577 A   
   1.00 MeV   3.874E+00  1.904E-02    3.25 um     1978 A      2633 A   
   1.10 MeV   4.056E+00  1.760E-02    3.44 um     2011 A      2682 A   
   1.20 MeV   4.219E+00  1.639E-02    3.63 um     2041 A      2726 A   
   1.30 MeV   4.364E+00  1.534E-02    3.80 um     2068 A      2765 A   
   1.40 MeV   4.493E+00  1.442E-02    3.98 um     2093 A      2802 A   
   1.50 MeV   4.607E+00  1.362E-02    4.14 um     2116 A      2835 A   
   1.60 MeV   4.705E+00  1.291E-02    4.30 um     2137 A      2866 A   
   1.70 MeV   4.791E+00  1.227E-02    4.46 um     2157 A      2894 A   
   1.80 MeV   4.864E+00  1.170E-02    4.62 um     2177 A      2921 A   
   2.00 MeV   4.978E+00  1.071E-02    4.93 um     2234 A      2971 A   
   2.25 MeV   5.071E+00  9.699E-03    5.31 um     2312 A      3027 A   
   2.50 MeV   5.122E+00  8.874E-03    5.68 um     2384 A      3078 A   
   2.75 MeV   5.141E+00  8.186E-03    6.05 um     2453 A      3125 A   
   3.00 MeV   5.138E+00  7.603E-03    6.42 um     2520 A      3170 A   
   3.25 MeV   5.118E+00  7.103E-03    6.79 um     2584 A      3212 A   
   3.50 MeV   5.085E+00  6.668E-03    7.17 um     2648 A      3252 A   
   3.75 MeV   5.043E+00  6.286E-03    7.54 um     2710 A      3291 A   
   4.00 MeV   4.995E+00  5.949E-03    7.92 um     2772 A      3329 A   
   4.50 MeV   4.883E+00  5.377E-03    8.69 um     2996 A      3403 A   
   5.00 MeV   4.759E+00  4.912E-03    9.49 um     3214 A      3475 A   
   5.50 MeV   4.630E+00  4.525E-03   10.30 um     3428 A      3545 A   
   6.00 MeV   4.500E+00  4.197E-03   11.13 um     3640 A      3616 A   
   6.50 MeV   4.370E+00  3.916E-03   11.99 um     3852 A      3686 A   
   7.00 MeV   4.244E+00  3.673E-03   12.88 um     4065 A      3758 A   
   8.00 MeV   4.004E+00  3.271E-03   14.73 um     4859 A      3903 A   
   9.00 MeV   3.783E+00  2.952E-03   16.69 um     5618 A      4055 A   
  10.00 MeV   3.583E+00  2.693E-03   18.76 um     6360 A      4214 A   
  11.00 MeV   3.401E+00  2.478E-03   20.94 um     7095 A      4381 A   
  12.00 MeV   3.235E+00  2.296E-03   23.24 um     7828 A      4557 A   
  13.00 MeV   3.085E+00  2.140E-03   25.66 um     8565 A      4743 A   
  14.00 MeV   2.948E+00  2.005E-03   28.19 um     9306 A      4938 A   
  15.00 MeV   2.823E+00  1.887E-03   30.83 um     1.01 um     5143 A   
  16.00 MeV   2.708E+00  1.783E-03   33.59 um     1.08 um     5359 A   
  17.00 MeV   2.602E+00  1.690E-03   36.47 um     1.16 um     5586 A   
  18.00 MeV   2.504E+00  1.607E-03   39.45 um     1.24 um     5823 A   
  20.00 MeV   2.366E+00  1.465E-03   45.72 um     1.53 um     6326 A   
  22.50 MeV   2.187E+00  1.320E-03   54.11 um     1.94 um     7006 A   
  25.00 MeV   2.025E+00  1.202E-03   63.18 um     2.33 um     7749 A   
  27.50 MeV   1.888E+00  1.105E-03   72.93 um     2.71 um     8554 A   
  30.00 MeV   1.769E+00  1.022E-03   83.37 um     3.10 um     9420 A   
  32.50 MeV   1.665E+00  9.521E-04   94.49 um     3.48 um     1.03 um  
  35.00 MeV   1.573E+00  8.913E-04  106.28 um     3.87 um     1.13 um  
  37.50 MeV   1.491E+00  8.381E-04  118.74 um     4.26 um     1.24 um  
  40.00 MeV   1.417E+00  7.912E-04  131.87 um     4.65 um     1.35 um  
  45.00 MeV   1.291E+00  7.122E-04  160.08 um     6.14 um     1.59 um  
  50.00 MeV   1.186E+00  6.482E-04  190.92 um     7.55 um     1.85 um  
  55.00 MeV   1.097E+00  5.951E-04  224.39 um     8.93 um     2.13 um  
  60.00 MeV   1.020E+00  5.505E-04  260.46 um    10.30 um     2.43 um  
  65.00 MeV   9.542E-01  5.123E-04  299.13 um    11.68 um     2.76 um  
  70.00 MeV   8.963E-01  4.793E-04  340.39 um    13.08 um     3.11 um  
  80.00 MeV   7.995E-01  4.251E-04  430.55 um    18.31 um     3.86 um  
  90.00 MeV   7.222E-01  3.823E-04  531.00 um    23.21 um     4.71 um  
 100.00 MeV   6.590E-01  3.476E-04  641.63 um    28.04 um     5.64 um  
 110.00 MeV   6.065E-01  3.190E-04  762.36 um    32.88 um     6.65 um  
 120.00 MeV   5.623E-01  2.948E-04  893.05 um    37.77 um     7.74 um  
 130.00 MeV   5.246E-01  2.742E-04    1.03 mm    42.74 um     8.92 um  
 140.00 MeV   4.921E-01  2.564E-04    1.18 mm    47.79 um    10.17 um  
 150.00 MeV   4.638E-01  2.409E-04    1.34 mm    52.93 um    11.51 um  
 160.00 MeV   4.390E-01  2.272E-04    1.51 mm    58.16 um    12.92 um  
 170.00 MeV   4.170E-01  2.151E-04    1.69 mm    63.47 um    14.41 um  
 180.00 MeV   3.975E-01  2.042E-04    1.88 mm    68.87 um    15.97 um  
 200.00 MeV   3.641E-01  1.856E-04    2.28 mm    89.40 um    19.31 um  
 225.00 MeV   3.305E-01  1.667E-04    2.83 mm   118.72 um    23.89 um  
 250.00 MeV   3.030E-01  1.515E-04    3.43 mm   146.39 um    28.89 um  
 275.00 MeV   2.801E-01  1.389E-04    4.09 mm   173.47 um    34.30 um  
 300.00 MeV   2.607E-01  1.283E-04    4.79 mm   200.42 um    40.12 um  
 325.00 MeV   2.441E-01  1.192E-04    5.55 mm   227.45 um    46.34 um  
 350.00 MeV   2.298E-01  1.114E-04    6.36 mm   254.68 um    52.94 um  
 375.00 MeV   2.172E-01  1.046E-04    7.21 mm   282.19 um    59.92 um  
 400.00 MeV   2.061E-01  9.865E-05    8.11 mm   310.01 um    67.27 um  
 450.00 MeV   1.873E-01  8.857E-05   10.05 mm   414.87 um    83.07 um  
 500.00 MeV   1.721E-01  8.043E-05   12.18 mm   512.99 um   100.26 um  
 550.00 MeV   1.595E-01  7.370E-05   14.48 mm   608.38 um   118.81 um  
 600.00 MeV   1.489E-01  6.805E-05   16.96 mm   702.73 um   138.67 um  
 650.00 MeV   1.398E-01  6.323E-05   19.60 mm   796.89 um   159.79 um  
 700.00 MeV   1.320E-01  5.908E-05   22.41 mm   891.31 um   182.13 um  
 800.00 MeV   1.191E-01  5.226E-05   28.50 mm     1.24 mm   230.34 um  
 900.00 MeV   1.089E-01  4.689E-05   35.20 mm     1.56 mm   283.01 um  
   1.00 GeV   1.007E-01  4.256E-05   42.50 mm     1.87 mm   339.88 um  
   1.10 GeV   9.384E-02  3.898E-05   50.35 mm     2.18 mm   400.71 um  
   1.20 GeV   8.812E-02  3.598E-05   58.74 mm     2.49 mm   465.27 um  
   1.30 GeV   8.324E-02  3.342E-05   67.65 mm     2.79 mm   533.37 um  
   1.40 GeV   7.903E-02  3.121E-05   77.07 mm     3.09 mm   604.81 um  
   1.50 GeV   7.536E-02  2.929E-05   86.95 mm     3.40 mm   679.42 um  
   1.60 GeV   7.214E-02  2.759E-05   97.31 mm     3.70 mm   757.03 um  
   1.70 GeV   6.928E-02  2.609E-05  108.10 mm     4.01 mm   837.48 um  
   1.80 GeV   6.673E-02  2.475E-05  119.33 mm     4.31 mm   920.63 um  
   2.00 GeV   6.238E-02  2.245E-05  142.99 mm     5.47 mm     1.09 mm  
   2.25 GeV   5.800E-02  2.013E-05  174.72 mm     7.08 mm     1.32 mm  
   2.50 GeV   5.448E-02  1.826E-05  208.67 mm     8.56 mm     1.57 mm  
   2.75 GeV   5.160E-02  1.672E-05  244.66 mm     9.97 mm     1.82 mm  
   3.00 GeV   4.920E-02  1.542E-05  282.53 mm    11.32 mm     2.09 mm  
   3.25 GeV   4.717E-02  1.432E-05  322.14 mm    12.64 mm     2.36 mm  
   3.50 GeV   4.544E-02  1.337E-05  363.35 mm    13.93 mm     2.64 mm  
   3.75 GeV   4.394E-02  1.254E-05  406.06 mm    15.19 mm     2.92 mm  
   4.00 GeV   4.263E-02  1.181E-05  450.15 mm    16.43 mm     3.22 mm  
   4.50 GeV   4.047E-02  1.059E-05  542.04 mm    20.96 mm     3.81 mm  
   5.00 GeV   3.876E-02  9.600E-06  638.40 mm    25.02 mm     4.43 mm  
   5.50 GeV   3.739E-02  8.786E-06  738.65 mm    28.77 mm     5.05 mm  
   6.00 GeV   3.626E-02  8.103E-06  842.30 mm    32.31 mm     5.68 mm  
   6.50 GeV   3.533E-02  7.521E-06  948.92 mm    35.67 mm     6.32 mm  
   7.00 GeV   3.455E-02  7.020E-06    1.06 m     38.88 mm     6.96 mm  
   8.00 GeV   3.332E-02  6.199E-06    1.28 m     50.27 mm     8.24 mm  
   9.00 GeV   3.242E-02  5.554E-06    1.52 m     60.07 mm     9.51 mm  
  10.00 GeV   3.174E-02  5.034E-06    1.75 m     68.88 mm    10.77 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3100E+01                 eV / Angstrom 
  1.3100E+02                keV / micron   
  1.3100E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2309E+01                 eV / (1E15 atoms/cm2)
  3.7621E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
