 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Dezember 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Carbon in  H- C- O

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  1.3100E+00 g/cm3 = 1.0642E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -3.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
   4.00 MeV   8.331E+00  1.626E-02    5.33 um     2008 A      2503 A   
   4.50 MeV   8.358E+00  1.473E-02    5.78 um     2122 A      2557 A   
   5.00 MeV   8.343E+00  1.347E-02    6.24 um     2230 A      2607 A   
   5.50 MeV   8.299E+00  1.242E-02    6.70 um     2333 A      2654 A   
   6.00 MeV   8.234E+00  1.154E-02    7.16 um     2433 A      2699 A   
   6.50 MeV   8.152E+00  1.078E-02    7.62 um     2530 A      2743 A   
   7.00 MeV   8.058E+00  1.012E-02    8.09 um     2626 A      2786 A   
   8.00 MeV   7.846E+00  9.022E-03    9.05 um     2972 A      2868 A   
   9.00 MeV   7.617E+00  8.154E-03   10.04 um     3298 A      2950 A   
  10.00 MeV   7.384E+00  7.447E-03   11.05 um     3612 A      3030 A   
  11.00 MeV   7.153E+00  6.858E-03   12.10 um     3919 A      3111 A   
  12.00 MeV   6.929E+00  6.361E-03   13.18 um     4222 A      3192 A   
  13.00 MeV   6.714E+00  5.935E-03   14.30 um     4521 A      3275 A   
  14.00 MeV   6.508E+00  5.565E-03   15.46 um     4820 A      3359 A   
  15.00 MeV   6.313E+00  5.241E-03   16.65 um     5119 A      3445 A   
  16.00 MeV   6.127E+00  4.955E-03   17.87 um     5418 A      3533 A   
  17.00 MeV   5.951E+00  4.700E-03   19.14 um     5718 A      3624 A   
  18.00 MeV   5.785E+00  4.471E-03   20.43 um     6020 A      3716 A   
  20.00 MeV   5.477E+00  4.078E-03   23.15 um     7161 A      3909 A   
  22.50 MeV   5.135E+00  3.678E-03   26.74 um     8813 A      4164 A   
  25.00 MeV   4.869E+00  3.354E-03   30.56 um     1.04 um     4436 A   
  27.50 MeV   4.651E+00  3.084E-03   34.56 um     1.18 um     4722 A   
  30.00 MeV   4.415E+00  2.857E-03   38.77 um     1.33 um     5023 A   
  32.50 MeV   4.196E+00  2.662E-03   43.21 um     1.47 um     5342 A   
  35.00 MeV   4.001E+00  2.494E-03   47.86 um     1.61 um     5677 A   
  37.50 MeV   3.824E+00  2.346E-03   52.74 um     1.76 um     6028 A   
  40.00 MeV   3.664E+00  2.216E-03   57.83 um     1.90 um     6397 A   
  45.00 MeV   3.383E+00  1.996E-03   68.67 um     2.45 um     7183 A   
  50.00 MeV   3.146E+00  1.818E-03   80.37 um     2.96 um     8034 A   
  55.00 MeV   2.942E+00  1.671E-03   92.91 um     3.46 um     8948 A   
  60.00 MeV   2.764E+00  1.546E-03  106.29 um     3.95 um     9924 A   
  65.00 MeV   2.608E+00  1.440E-03  120.50 um     4.44 um     1.10 um  
  70.00 MeV   2.469E+00  1.348E-03  135.54 um     4.93 um     1.21 um  
  80.00 MeV   2.233E+00  1.196E-03  168.05 um     6.75 um     1.44 um  
  90.00 MeV   2.039E+00  1.077E-03  203.83 um     8.45 um     1.70 um  
 100.00 MeV   1.876E+00  9.798E-04  242.85 um    10.11 um     1.98 um  
 110.00 MeV   1.738E+00  8.995E-04  285.12 um    11.76 um     2.29 um  
 120.00 MeV   1.619E+00  8.319E-04  330.61 um    13.42 um     2.62 um  
 130.00 MeV   1.516E+00  7.742E-04  379.33 um    15.10 um     2.97 um  
 140.00 MeV   1.425E+00  7.243E-04  431.26 um    16.81 um     3.34 um  
 150.00 MeV   1.344E+00  6.807E-04  486.41 um    18.55 um     3.73 um  
 160.00 MeV   1.272E+00  6.422E-04  544.77 um    20.33 um     4.15 um  
 170.00 MeV   1.208E+00  6.081E-04  606.32 um    22.13 um     4.58 um  
 180.00 MeV   1.150E+00  5.775E-04  671.06 um    23.98 um     5.04 um  
 200.00 MeV   1.050E+00  5.251E-04  809.96 um    31.04 um     6.03 um  
 225.00 MeV   9.488E-01  4.721E-04    1.00 mm    41.23 um     7.38 um  
 250.00 MeV   8.669E-01  4.292E-04    1.21 mm    50.91 um     8.87 um  
 275.00 MeV   7.999E-01  3.937E-04    1.44 mm    60.42 um    10.49 um  
 300.00 MeV   7.445E-01  3.638E-04    1.69 mm    69.88 um    12.23 um  
 325.00 MeV   6.983E-01  3.383E-04    1.95 mm    79.35 um    14.09 um  
 350.00 MeV   6.595E-01  3.163E-04    2.23 mm    88.84 um    16.07 um  
 375.00 MeV   6.244E-01  2.971E-04    2.53 mm    98.37 um    18.16 um  
 400.00 MeV   5.923E-01  2.802E-04    2.84 mm   108.01 um    20.35 um  
 450.00 MeV   5.379E-01  2.517E-04    3.52 mm   144.46 um    25.07 um  
 500.00 MeV   4.937E-01  2.287E-04    4.26 mm   178.64 um    30.21 um  
 550.00 MeV   4.570E-01  2.096E-04    5.07 mm   211.93 um    35.76 um  
 600.00 MeV   4.260E-01  1.936E-04    5.93 mm   244.92 um    41.72 um  
 650.00 MeV   3.995E-01  1.800E-04    6.86 mm   277.91 um    48.07 um  
 700.00 MeV   3.766E-01  1.682E-04    7.84 mm   311.06 um    54.79 um  
 800.00 MeV   3.388E-01  1.489E-04    9.98 mm   434.28 um    69.36 um  
 900.00 MeV   3.089E-01  1.337E-04   12.34 mm   548.25 um    85.33 um  
   1.00 GeV   2.847E-01  1.214E-04   14.91 mm   658.67 um   102.65 um  
   1.10 GeV   2.647E-01  1.112E-04   17.69 mm   767.76 um   121.25 um  
   1.20 GeV   2.478E-01  1.027E-04   20.67 mm   876.52 um   141.08 um  
