 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Dezember 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Helium in  H- O

 Ion = Helium [2] , Mass = 4.003 amu

 Target Density =  1.0000E+00 g/cm3 = 1.0029E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    011.19   
      O      8    033.33    088.81   
 ====================================
 Bragg Correction = -6.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  50.00 MeV   1.553E-01  8.945E-05    1.79 mm    74.98 um    24.92 um  
  55.00 MeV   1.437E-01  8.204E-05    2.12 mm    88.93 um    29.43 um  
  60.00 MeV   1.338E-01  7.581E-05    2.48 mm   102.79 um    34.27 um  
  65.00 MeV   1.253E-01  7.050E-05    2.87 mm   116.69 um    39.43 um  
  70.00 MeV   1.179E-01  6.590E-05    3.28 mm   130.70 um    44.91 um  
  80.00 MeV   1.057E-01  5.837E-05    4.18 mm   182.59 um    56.80 um  
  90.00 MeV   9.602E-02  5.243E-05    5.17 mm   230.94 um    69.91 um  
 100.00 MeV   8.809E-02  4.763E-05    6.26 mm   278.14 um    84.21 um  
 110.00 MeV   8.150E-02  4.366E-05    7.44 mm   325.13 um    99.66 um  
 120.00 MeV   7.592E-02  4.033E-05    8.71 mm   372.35 um   116.24 um  
 130.00 MeV   7.113E-02  3.748E-05   10.07 mm   420.03 um   133.92 um  
 140.00 MeV   6.698E-02  3.503E-05   11.51 mm   468.30 um   152.67 um  
 150.00 MeV   6.334E-02  3.288E-05   13.05 mm   517.22 um   172.49 um  
 160.00 MeV   6.013E-02  3.100E-05   14.67 mm   566.84 um   193.33 um  
 170.00 MeV   5.726E-02  2.932E-05   16.37 mm   617.15 um   215.20 um  
 180.00 MeV   5.469E-02  2.783E-05   18.16 mm   668.17 um   238.06 um  
 200.00 MeV   5.027E-02  2.526E-05   21.97 mm   861.17 um   286.71 um  
 225.00 MeV   4.578E-02  2.268E-05   27.18 mm     1.14 mm   352.85 um  
 250.00 MeV   4.213E-02  2.059E-05   32.87 mm     1.40 mm   424.65 um  
 275.00 MeV   3.911E-02  1.886E-05   39.03 mm     1.65 mm   501.90 um  
 300.00 MeV   3.655E-02  1.741E-05   45.64 mm     1.90 mm   584.38 um  
 325.00 MeV   3.437E-02  1.617E-05   52.69 mm     2.15 mm   671.91 um  
 350.00 MeV   3.249E-02  1.511E-05   60.17 mm     2.40 mm   764.31 um  
 375.00 MeV   3.084E-02  1.418E-05   68.06 mm     2.65 mm   861.39 um  
 400.00 MeV   2.938E-02  1.336E-05   76.36 mm     2.90 mm   963.01 um  
 450.00 MeV   2.693E-02  1.198E-05   94.14 mm     3.85 mm     1.18 mm  
 500.00 MeV   2.495E-02  1.087E-05  113.42 mm     4.73 mm     1.41 mm  
 550.00 MeV   2.331E-02  9.956E-06  134.15 mm     5.57 mm     1.66 mm  
 600.00 MeV   2.193E-02  9.187E-06  156.26 mm     6.40 mm     1.92 mm  
 650.00 MeV   2.076E-02  8.532E-06  179.68 mm     7.22 mm     2.20 mm  
 700.00 MeV   1.975E-02  7.967E-06  204.37 mm     8.03 mm     2.49 mm  
 800.00 MeV   1.809E-02  7.041E-06  257.27 mm    11.00 mm     3.10 mm  
 900.00 MeV   1.679E-02  6.313E-06  314.63 mm    13.69 mm     3.75 mm  
   1.00 GeV   1.575E-02  5.726E-06  376.12 mm    16.24 mm     4.45 mm  
   1.10 GeV   1.489E-02  5.242E-06  441.41 mm    18.71 mm     5.17 mm  
   1.20 GeV   1.417E-02  4.835E-06  510.23 mm    21.12 mm     5.92 mm  
